"Município";"Unidade isolamento";"UTI adulto I";"UTI adulto II";"UTI adulto III";"Unidade de cuidados intermed adulto";"Total"
"350620 Bento de Abreu";-;-;-;-;-;-
"350630 Bernardino de Campos";-;-;-;-;-;-
"350635 Bertioga";-;-;-;-;-;-
"350640 Bilac";-;-;-;-;-;-
"350650 Birigui";1;5;10;-;-;16
"350660 Biritiba-Mirim";-;-;-;-;-;-
"350670 Boa Esperança do Sul";-;-;-;-;-;-
"350680 Bocaina";-;-;-;-;-;-
"350690 Bofete";-;-;-;-;-;-
"350700 Boituva";-;-;-;-;-;-
"350710 Bom Jesus dos Perdões";-;-;-;-;-;-
"350715 Bom Sucesso de Itararé";-;-;-;-;-;-
"350720 Borá";-;-;-;-;-;-
"350730 Boracéia";-;-;-;-;-;-
"350740 Borborema";-;-;-;-;-;-
"350745 Borebi";-;-;-;-;-;-
"350750 Botucatu";1;5;-;30;3;39
"350760 Bragança Paulista";8;10;30;-;-;48
"350770 Braúna";-;-;-;-;-;-
"350775 Brejo Alegre";-;-;-;-;-;-
"350780 Brodowski";-;-;-;-;-;-
"350790 Brotas";1;-;-;-;-;1
"350800 Buri";-;-;-;-;-;-
"350810 Buritama";-;-;-;-;-;-
"350820 Buritizal";-;-;-;-;-;-
"350830 Cabrália Paulista";-;-;-;-;-;-
"350840 Cabreúva";-;-;-;-;-;-
"350850 Caçapava";1;-;5;-;-;6
"350860 Cachoeira Paulista";-;-;-;-;-;-
"350870 Caconde";-;-;-;-;-;-
"350880 Cafelândia";-;-;-;-;-;-
"350890 Caiabu";-;-;-;-;-;-
"350900 Caieiras";5;7;-;-;2;14
"350910 Caiuá";-;-;-;-;-;-
"350920 Cajamar";1;-;-;-;-;1
"350925 Cajati";-;-;-;-;-;-
"350930 Cajobi";-;-;-;-;-;-
"350940 Cajuru";-;-;-;-;-;-
"350945 Campina do Monte Alegre";-;-;-;-;-;-
"350950 Campinas";27;130;174;79;32;442
"350960 Campo Limpo Paulista";2;-;-;-;-;2
"350970 Campos do Jordão";-;-;-;-;-;-
"350980 Campos Novos Paulista";-;-;-;-;-;-
"350990 Cananéia";-;-;-;-;-;-
"350995 Canas";-;-;-;-;-;-
"351000 Cândido Mota";-;-;-;-;-;-
"351010 Cândido Rodrigues";-;-;-;-;-;-
"351015 Canitar";-;-;-;-;-;-
"351020 Capão Bonito";2;-;-;-;-;2
"351030 Capela do Alto";-;-;-;-;-;-
"351040 Capivari";-;-;10;-;-;10
"351050 Caraguatatuba";2;-;6;-;-;8
"351060 Carapicuíba";1;6;20;-;-;27
"351070 Cardoso";-;-;-;-;-;-
"351080 Casa Branca";-;-;-;-;-;-
"351090 Cássia dos Coqueiros";-;-;-;-;-;-
"351100 Castilho";-;-;-;-;-;-
"351110 Catanduva";-;-;33;-;-;33
"351120 Catiguá";-;-;-;-;-;-
"351130 Cedral";-;-;-;-;-;-
"351140 Cerqueira César";-;-;-;-;1;1
"351150 Cerquilho";2;-;-;-;3;5
"351160 Cesário Lange";-;-;-;-;-;-
"351170 Charqueada";-;-;-;-;-;-
"355720 Chavantes";-;-;-;-;-;-
"351190 Clementina";-;-;-;-;-;-
"351200 Colina";-;-;-;-;-;-
"351210 Colômbia";-;-;-;-;-;-
"351220 Conchal";-;-;-;-;-;-
"351230 Conchas";-;-;-;-;-;-
"351240 Cordeirópolis";-;-;-;-;-;-
"351250 Coroados";-;-;-;-;-;-
"351260 Coronel Macedo";-;-;-;-;-;-
"351270 Corumbataí";-;-;-;-;-;-
"351280 Cosmópolis";-;-;7;-;-;7
"351290 Cosmorama";-;-;-;-;-;-
"351300 Cotia";3;18;10;-;9;40
"351310 Cravinhos";-;-;-;-;-;-
"351320 Cristais Paulista";-;-;-;-;-;-
"351330 Cruzália";-;-;-;-;-;-
"351340 Cruzeiro";-;-;10;-;-;10
"351350 Cubatão";2;-;7;-;-;9
"351360 Cunha";-;-;-;-;-;-
"351370 Descalvado";-;-;-;-;-;-
"351380 Diadema";6;12;28;-;16;62
"351385 Dirce Reis";-;-;-;-;-;-
"351390 Divinolândia";-;-;-;-;-;-
"351400 Dobrada";-;-;-;-;-;-
"351410 Dois Córregos";-;-;-;-;-;-
"351420 Dolcinópolis";-;-;-;-;-;-
"351430 Dourado";-;-;-;-;-;-
"351440 Dracena";-;-;10;-;-;10
"351450 Duartina";-;-;-;-;-;-
"351460 Dumont";-;-;-;-;-;-
"351470 Echaporã";-;-;-;-;-;-
"351480 Eldorado";-;-;-;-;-;-
"351490 Elias Fausto";-;-;-;-;-;-
"351492 Elisiário";-;-;-;-;-;-
"351495 Embaúba";-;-;-;-;-;-
"351500 Embu das Artes";-;-;-;-;-;-
"351510 Embu-Guaçu";-;-;-;-;-;-
"351512 Emilianópolis";-;-;-;-;-;-
"351515 Engenheiro Coelho";-;-;-;-;-;-
"351518 Espírito Santo do Pinhal";-;-;-;-;-;-
"351519 Espírito Santo do Turvo";-;-;-;-;-;-
"355730 Estiva Gerbi";-;-;-;-;-;-
"351520 Estrela d'Oeste";-;-;-;-;-;-
"351530 Estrela do Norte";-;-;-;-;-;-
"351535 Euclides da Cunha Paulista";-;-;-;-;-;-
"351540 Fartura";-;-;-;-;-;-
"351560 Fernando Prestes";-;-;-;-;-;-
"351550 Fernandópolis";-;-;10;-;-;10
"351565 Fernão";-;-;-;-;-;-
"351570 Ferraz de Vasconcelos";-;-;10;-;-;10
"351580 Flora Rica";-;-;-;-;-;-
"351590 Floreal";-;-;-;-;-;-
"351600 Flórida Paulista";-;-;-;-;-;-
"351610 Florínia";-;-;-;-;-;-
"351620 Franca";3;8;10;28;-;49
"351630 Francisco Morato";3;-;-;10;4;17
"351640 Franco da Rocha";8;10;11;-;3;32
"351650 Gabriel Monteiro";-;-;-;-;-;-
"351660 Gália";-;-;-;-;-;-
"351670 Garça";-;-;-;-;1;1
"351680 Gastão Vidigal";-;-;-;-;-;-
"351685 Gavião Peixoto";-;-;-;-;-;-
"351690 General Salgado";-;-;-;-;-;-
"351700 Getulina";-;-;-;-;-;-
"351710 Glicério";-;-;-;-;-;-
"351720 Guaiçara";-;-;-;-;-;-
"351730 Guaimbê";-;-;-;-;-;-
"351740 Guaíra";-;-;-;-;-;-
"351750 Guapiaçu";-;-;-;-;-;-
"351760 Guapiara";1;-;-;-;-;1
"351770 Guará";-;-;-;-;-;-
"351780 Guaraçaí";-;-;-;-;-;-
"351790 Guaraci";-;-;-;-;-;-
"351800 Guarani d'Oeste";-;-;-;-;-;-
"351810 Guarantã";-;-;-;-;-;-
"351820 Guararapes";-;-;-;-;-;-
"351830 Guararema";-;-;-;-;-;-
"351840 Guaratinguetá";2;-;54;-;-;56
"351850 Guareí";-;-;-;-;-;-
"351860 Guariba";-;-;-;-;-;-
"351870 Guarujá";7;-;38;12;-;57
"351880 Guarulhos";14;55;108;-;2;179
"351885 Guatapará";-;-;-;-;-;-
"351890 Guzolândia";-;-;-;-;-;-
"351900 Herculândia";-;-;-;-;-;-
"351905 Holambra";-;-;-;-;-;-
"351907 Hortolândia";1;-;6;-;-;7
"351910 Iacanga";-;-;-;-;-;-
"351920 Iacri";-;-;-;-;-;-
"351925 Iaras";-;-;-;-;-;-
"351930 Ibaté";-;-;-;-;-;-
"351940 Ibirá";-;-;-;-;-;-
"351950 Ibirarema";-;-;-;-;-;-
"351960 Ibitinga";-;10;-;-;-;10
"351970 Ibiúna";-;-;-;-;-;-
"351980 Icém";-;-;-;-;-;-
"351990 Iepê";-;-;-;-;-;-
"352000 Igaraçu do Tietê";-;-;-;-;-;-
"352010 Igarapava";-;-;-;-;-;-
"352020 Igaratá";-;-;-;-;-;-
"352030 Iguape";-;-;-;-;-;-
"352042 Ilha Comprida";-;-;-;-;-;-
"352044 Ilha Solteira";4;4;-;-;10;18
"352040 Ilhabela";2;-;-;-;2;4
"352050 Indaiatuba";-;14;23;-;-;37
"352060 Indiana";-;-;-;-;-;-
"352070 Indiaporã";-;-;-;-;-;-
"352080 Inúbia Paulista";-;-;-;-;-;-
"352090 Ipaussu";-;-;-;-;-;-
"352100 Iperó";-;-;-;-;-;-
"352110 Ipeúna";-;-;-;-;-;-
"352115 Ipiguá";-;-;-;-;-;-
"352120 Iporanga";-;-;-;-;-;-
"352130 Ipuã";-;-;-;-;-;-
"352140 Iracemápolis";-;-;-;-;-;-
"352150 Irapuã";-;-;-;-;-;-
"352160 Irapuru";-;-;-;-;-;-
"352170 Itaberá";-;-;-;-;-;-
"352180 Itaí";2;-;-;-;-;2
"352190 Itajobi";-;-;-;-;-;-
"352200 Itaju";-;-;-;-;-;-
"352210 Itanhaém";-;-;20;-;-;20
"352215 Itaóca";-;-;-;-;-;-
"352220 Itapecerica da Serra";8;-;20;-;-;28
"352230 Itapetininga";6;-;16;-;-;22
"352240 Itapeva";2;-;10;-;-;12
"352250 Itapevi";10;-;25;-;8;43
"352260 Itapira";-;10;5;-;-;15
"352265 Itapirapuã Paulista";-;-;-;-;-;-
"352270 Itápolis";-;-;9;-;-;9
"352280 Itaporanga";1;-;-;-;2;3
"352290 Itapuí";-;-;-;-;-;-
"352300 Itapura";-;-;-;-;-;-
"352310 Itaquaquecetuba";-;-;10;-;-;10
"352320 Itararé";4;-;-;-;2;6
"352330 Itariri";-;-;-;-;-;-
"352340 Itatiba";1;2;10;-;-;13
"352350 Itatinga";-;-;-;-;-;-
"352360 Itirapina";1;-;-;-;-;1
"352370 Itirapuã";-;-;-;-;-;-
"352380 Itobi";-;-;-;-;-;-
"352390 Itu";-;-;20;-;-;20
"352400 Itupeva";-;-;-;-;2;2
"352410 Ituverava";2;-;10;-;-;12
"352420 Jaborandi";-;-;-;-;-;-
"352430 Jaboticabal";2;-;12;-;-;14
"352440 Jacareí";3;9;60;-;-;72
"352450 Jaci";-;-;-;-;-;-
"352460 Jacupiranga";-;-;-;-;-;-
"352470 Jaguariúna";-;-;-;-;-;-
"352480 Jales";2;-;20;-;-;22
"352490 Jambeiro";-;-;-;-;-;-
"352500 Jandira";-;-;-;-;-;-
"352510 Jardinópolis";-;-;-;-;-;-
"352520 Jarinu";1;-;-;-;-;1
"352530 Jaú";1;-;55;-;-;56
"352540 Jeriquara";-;-;-;-;-;-
"352550 Joanópolis";-;-;-;-;-;-
"352560 João Ramalho";-;-;-;-;-;-
"352570 José Bonifácio";-;-;-;-;-;-
"352580 Júlio Mesquita";-;-;-;-;-;-
"352585 Jumirim";-;-;-;-;-;-
"352590 Jundiaí";4;-;90;4;12;110
"352600 Junqueirópolis";-;-;-;-;-;-
"352610 Juquiá";-;-;-;-;-;-
"352620 Juquitiba";-;-;-;-;-;-
"352630 Lagoinha";-;-;-;-;-;-
"352640 Laranjal Paulista";2;-;-;-;-;2
"352650 Lavínia";-;-;-;-;-;-
"352660 Lavrinhas";-;-;-;-;-;-
"352670 Leme";-;-;8;-;-;8
"352680 Lençóis Paulista";-;5;-;-;-;5
"352690 Limeira";2;17;35;-;-;54
"352700 Lindóia";-;-;-;-;-;-
"352710 Lins";2;-;23;-;-;25
"352720 Lorena";-;10;10;-;-;20
"352725 Lourdes";-;-;-;-;-;-
"352730 Louveira";-;4;-;-;-;4
"352740 Lucélia";-;-;-;-;-;-
"352750 Lucianópolis";-;-;-;-;-;-
"352760 Luís Antônio";-;-;-;-;-;-
"352770 Luiziânia";-;-;-;-;-;-
"352780 Lupércio";-;-;-;-;-;-
"352790 Lutécia";-;-;-;-;-;-
"352800 Macatuba";-;-;-;-;-;-
"352810 Macaubal";-;-;-;-;-;-
"352820 Macedônia";-;-;-;-;-;-
"352830 Magda";-;-;-;-;-;-
"352840 Mairinque";-;-;-;-;-;-
"352850 Mairiporã";1;-;-;-;-;1
"352860 Manduri";-;-;-;-;-;-
"352870 Marabá Paulista";-;-;-;-;-;-
"352880 Maracaí";-;-;-;-;-;-
"352885 Marapoama";-;-;-;-;-;-
"352890 Mariápolis";-;-;-;-;-;-
"352900 Marília";7;-;83;-;-;90
"352910 Marinópolis";-;-;-;-;-;-
"352920 Martinópolis";-;-;-;-;-;-
"352930 Matão";-;-;-;18;-;18
"352940 Mauá";1;8;48;-;-;57
"352950 Mendonça";-;-;-;-;-;-
"352960 Meridiano";-;-;-;-;-;-
"352965 Mesópolis";-;-;-;-;-;-
"352970 Miguelópolis";-;-;-;-;-;-
"352980 Mineiros do Tietê";-;-;-;-;-;-
"353000 Mira Estrela";-;-;-;-;-;-
"352990 Miracatu";-;-;-;-;-;-
"353010 Mirandópolis";-;-;10;-;-;10
"353020 Mirante do Paranapanema";-;-;-;-;-;-
"353030 Mirassol";-;-;-;-;2;2
"353040 Mirassolândia";-;-;-;-;-;-
"353050 Mococa";-;-;10;-;-;10
"353060 Mogi das Cruzes";19;30;48;-;-;97
"353070 Mogi Guaçu";2;-;22;-;-;24
"353080 Mogi Mirim";7;6;10;2;-;25
"353090 Mombuca";-;-;-;-;-;-
"353100 Monções";-;-;-;-;-;-
"353110 Mongaguá";-;-;-;-;-;-
"353120 Monte Alegre do Sul";-;-;-;-;-;-
"353130 Monte Alto";3;3;10;-;-;16
"353140 Monte Aprazível";-;-;-;-;-;-
"353150 Monte Azul Paulista";-;-;-;-;-;-
"353160 Monte Castelo";-;-;-;-;-;-
"353180 Monte Mor";-;-;-;-;-;-
"353170 Monteiro Lobato";-;-;-;-;-;-
"353190 Morro Agudo";-;-;-;-;-;-
"353200 Morungaba";-;-;-;-;-;-
"353205 Motuca";-;-;-;-;-;-
"353210 Murutinga do Sul";-;-;-;-;-;-
"353215 Nantes";-;-;-;-;-;-
"353220 Narandiba";-;-;-;-;-;-
"353230 Natividade da Serra";-;-;-;-;-;-
"353240 Nazaré Paulista";-;-;-;-;-;-
"353250 Neves Paulista";-;-;-;-;-;-
"353260 Nhandeara";-;-;-;-;-;-
"353270 Nipoã";-;-;-;-;-;-
"353280 Nova Aliança";-;-;-;-;-;-
"353282 Nova Campina";-;-;-;-;-;-
"353284 Nova Canaã Paulista";-;-;-;-;-;-
"353286 Nova Castilho";-;-;-;-;-;-
"353290 Nova Europa";-;-;-;-;-;-
"353300 Nova Granada";-;-;-;-;-;-
"353310 Nova Guataporanga";-;-;-;-;-;-
"353320 Nova Independência";-;-;-;-;-;-
"353330 Nova Luzitânia";-;-;-;-;-;-
"353340 Nova Odessa";-;-;-;-;-;-
"353325 Novais";-;-;-;-;-;-
"353350 Novo Horizonte";-;6;-;-;-;6
"353360 Nuporanga";-;-;-;-;-;-
"353370 Ocauçu";-;-;-;-;-;-
"353380 Óleo";-;-;-;-;-;-
"353390 Olímpia";-;-;7;-;-;7
"353400 Onda Verde";-;-;-;-;-;-
"353410 Oriente";-;-;-;-;-;-
"353420 Orindiúva";-;-;-;-;-;-
"353430 Orlândia";-;-;-;-;-;-
"353440 Osasco";3;20;88;-;-;111
"353450 Oscar Bressane";-;-;-;-;-;-
"353460 Osvaldo Cruz";1;-;-;-;-;1
"353470 Ourinhos";-;-;21;-;-;21
"353480 Ouro Verde";-;-;-;-;-;-
"353475 Ouroeste";-;-;-;-;-;-
"353490 Pacaembu";-;-;-;-;-;-
"353500 Palestina";-;-;-;-;-;-
"353510 Palmares Paulista";-;-;-;-;-;-
"353520 Palmeira d'Oeste";-;-;-;-;-;-
"353530 Palmital";-;-;-;-;-;-
"353540 Panorama";-;-;-;-;-;-
"353550 Paraguaçu Paulista";-;-;10;-;-;10
"353560 Paraibuna";-;-;-;-;-;-
"353570 Paraíso";-;-;-;-;-;-
"353580 Paranapanema";-;-;-;-;-;-
"353590 Paranapuã";-;-;-;-;-;-
"353600 Parapuã";-;-;-;-;-;-
"353610 Pardinho";-;-;-;-;-;-
"353620 Pariquera-Açu";-;-;9;-;-;9
"353625 Parisi";-;-;-;-;-;-
"353630 Patrocínio Paulista";-;-;-;-;-;-
"353640 Paulicéia";-;-;-;-;-;-
"353650 Paulínia";-;-;6;-;-;6
"353657 Paulistânia";-;-;-;-;-;-
"353660 Paulo de Faria";-;-;-;-;-;-
"353670 Pederneiras";-;-;-;-;-;-
"353680 Pedra Bela";-;-;-;-;-;-
"353690 Pedranópolis";-;-;-;-;-;-
"353700 Pedregulho";-;-;-;-;-;-
"353710 Pedreira";-;-;-;-;-;-
"353715 Pedrinhas Paulista";-;-;-;-;-;-
"353720 Pedro de Toledo";-;-;-;-;-;-
"353730 Penápolis";-;8;-;-;-;8
"353740 Pereira Barreto";2;-;-;-;2;4
"353750 Pereiras";-;-;-;-;-;-
"353760 Peruíbe";-;-;-;-;-;-
"353770 Piacatu";-;-;-;-;-;-
"353780 Piedade";-;-;-;-;-;-
"353790 Pilar do Sul";-;-;-;-;-;-
"353800 Pindamonhangaba";-;10;10;-;-;20
"353810 Pindorama";-;-;-;-;-;-
"353820 Pinhalzinho";-;-;-;-;-;-
"353830 Piquerobi";-;-;-;-;-;-
"353850 Piquete";-;-;-;-;-;-
"353860 Piracaia";-;-;-;-;-;-
"353870 Piracicaba";12;22;41;54;-;129
"353880 Piraju";-;-;-;-;-;-
"353890 Pirajuí";-;-;-;-;-;-
"353900 Pirangi";-;-;-;-;-;-
"353910 Pirapora do Bom Jesus";-;-;-;-;-;-
"353920 Pirapozinho";-;-;-;-;-;-
"353930 Pirassununga";-;-;10;-;-;10
"353940 Piratininga";-;-;-;-;-;-
"353950 Pitangueiras";-;-;-;-;-;-
"353960 Planalto";-;-;-;-;-;-
"353970 Platina";-;-;-;-;-;-
"353980 Poá";-;-;-;-;-;-
"353990 Poloni";-;-;-;-;-;-
"354000 Pompéia";-;-;-;-;-;-
"354010 Pongaí";-;-;-;-;-;-
"354020 Pontal";-;-;-;-;-;-
"354025 Pontalinda";-;-;-;-;-;-
"354030 Pontes Gestal";-;-;-;-;-;-
"354040 Populina";-;-;-;-;-;-
"354050 Porangaba";-;-;-;-;-;-
"354060 Porto Feliz";-;-;10;-;-;10
"354070 Porto Ferreira";-;-;6;-;-;6
"354075 Potim";-;-;-;-;-;-
"354080 Potirendaba";-;-;-;-;-;-
"354085 Pracinha";-;-;-;-;-;-
"354090 Pradópolis";-;-;-;-;-;-
"354100 Praia Grande";-;-;20;-;-;20
"354105 Pratânia";-;-;-;-;-;-
"354110 Presidente Alves";-;-;-;-;-;-
"354120 Presidente Bernardes";-;-;-;-;-;-
"354130 Presidente Epitácio";-;-;-;-;-;-
"354140 Presidente Prudente";25;28;50;-;10;113
"354150 Presidente Venceslau";-;-;10;-;-;10
"354160 Promissão";-;-;8;-;-;8
"354165 Quadra";-;-;-;-;-;-
"354170 Quatá";-;-;-;-;-;-
"354180 Queiroz";-;-;-;-;-;-
"354190 Queluz";-;-;-;-;-;-
"354200 Quintana";-;-;-;-;-;-
"354210 Rafard";-;-;-;-;-;-
"354220 Rancharia";-;5;10;-;-;15
"354230 Redenção da Serra";-;-;-;-;-;-
"354240 Regente Feijó";2;-;-;-;-;2
"354250 Reginópolis";-;-;-;-;-;-
"354260 Registro";-;-;10;-;-;10
"354270 Restinga";-;-;-;-;-;-
"354280 Ribeira";-;-;-;-;-;-
"354290 Ribeirão Bonito";-;-;-;-;-;-
"354300 Ribeirão Branco";-;-;-;-;-;-
"354310 Ribeirão Corrente";-;-;-;-;-;-
"354320 Ribeirão do Sul";-;-;-;-;-;-
"354323 Ribeirão dos Índios";-;-;-;-;-;-
"354325 Ribeirão Grande";-;-;-;-;-;-
"354330 Ribeirão Pires";1;11;-;-;-;12
"354340 Ribeirão Preto";28;43;70;42;-;183
"354360 Rifaina";-;-;-;-;-;-
"354370 Rincão";-;-;-;-;-;-
"354380 Rinópolis";-;-;-;-;-;-
"354390 Rio Claro";5;4;30;-;-;39
"354400 Rio das Pedras";1;-;-;-;-;1
"354410 Rio Grande da Serra";-;-;-;-;-;-
"354420 Riolândia";-;-;-;-;-;-
"354350 Riversul";-;-;-;-;-;-
"354425 Rosana";-;-;-;-;2;2
"354430 Roseira";-;-;-;-;-;-
"354440 Rubiácea";-;-;-;-;-;-
"354450 Rubinéia";-;-;-;-;-;-
"354460 Sabino";-;-;-;-;-;-
"354470 Sagres";-;-;-;-;-;-
"354480 Sales";-;-;-;-;-;-
"354490 Sales Oliveira";-;-;-;-;-;-
"354500 Salesópolis";-;-;-;-;-;-
"354510 Salmourão";-;-;-;-;-;-
"354515 Saltinho";-;-;-;-;-;-
"354520 Salto";1;-;16;-;-;17
"354530 Salto de Pirapora";-;-;-;-;-;-
"354540 Salto Grande";-;-;-;-;-;-
"354550 Sandovalina";-;-;-;-;-;-
"354560 Santa Adélia";-;-;-;-;-;-
"354570 Santa Albertina";-;-;-;-;-;-
"354580 Santa Bárbara d'Oeste";1;-;9;-;-;10
"354600 Santa Branca";-;-;-;-;-;-
"354610 Santa Clara d'Oeste";-;-;-;-;-;-
"354620 Santa Cruz da Conceição";-;-;-;-;-;-
"354625 Santa Cruz da Esperança";-;-;-;-;-;-
"354630 Santa Cruz das Palmeiras";-;-;-;-;-;-
"354640 Santa Cruz do Rio Pardo";-;-;7;-;-;7
"354650 Santa Ernestina";-;-;-;-;-;-
"354660 Santa Fé do Sul";-;-;7;-;-;7
"354670 Santa Gertrudes";-;-;-;-;-;-
"354680 Santa Isabel";-;-;7;-;-;7
"354690 Santa Lúcia";-;-;-;-;-;-
"354700 Santa Maria da Serra";-;-;-;-;-;-
"354710 Santa Mercedes";-;-;-;-;-;-
"354740 Santa Rita d'Oeste";-;-;-;-;-;-
"354750 Santa Rita do Passa Quatro";-;-;-;-;-;-
"354760 Santa Rosa de Viterbo";-;-;-;-;-;-
"354765 Santa Salete";-;-;-;-;-;-
"354720 Santana da Ponte Pensa";-;-;-;-;-;-
"354730 Santana de Parnaíba";3;-;-;-;2;5
"354770 Santo Anastácio";-;-;-;-;-;-
"354780 Santo André";14;174;113;12;-;313
"354790 Santo Antônio da Alegria";-;-;-;-;-;-
"354800 Santo Antônio de Posse";-;-;-;-;-;-
"354805 Santo Antônio do Aracanguá";-;-;-;-;-;-
"354810 Santo Antônio do Jardim";-;-;-;-;-;-
"354820 Santo Antônio do Pinhal";-;-;-;-;-;-
"354830 Santo Expedito";-;-;-;-;-;-
"354840 Santópolis do Aguapeí";-;-;-;-;-;-
"354850 Santos";5;55;63;79;-;202
"354860 São Bento do Sapucaí";-;-;-;-;-;-
"354870 São Bernardo do Campo";28;71;34;114;6;253
"354880 São Caetano do Sul";8;109;60;36;6;219
"354890 São Carlos";11;4;30;9;-;54
"354900 São Francisco";-;-;-;-;-;-
"354910 São João da Boa Vista";-;-;20;-;-;20
"354920 São João das Duas Pontes";-;-;-;-;-;-
"354925 São João de Iracema";-;-;-;-;-;-
"354930 São João do Pau d'Alho";-;-;-;-;-;-
"354940 São Joaquim da Barra";-;-;8;-;-;8
"354950 São José da Bela Vista";-;-;-;-;-;-
"354960 São José do Barreiro";-;-;-;-;-;-
"354970 São José do Rio Pardo";-;-;7;-;-;7
"354980 São José do Rio Preto";4;26;57;129;27;243
"354990 São José dos Campos";18;18;116;66;6;224
"354995 São Lourenço da Serra";-;-;-;-;-;-
"355000 São Luís do Paraitinga";-;-;-;-;-;-
"355010 São Manuel";-;-;-;-;-;-
"355020 São Miguel Arcanjo";-;-;-;-;-;-
"355030 São Paulo";358;1406;822;1125;494;4205
"355040 São Pedro";-;-;-;-;-;-
"355050 São Pedro do Turvo";-;-;-;-;-;-
"355060 São Roque";-;-;5;-;-;5
"355070 São Sebastião";-;-;8;-;-;8
"355080 São Sebastião da Grama";-;-;-;-;-;-
"355090 São Simão";-;-;-;-;-;-
"355100 São Vicente";2;10;6;-;4;22
"355110 Sarapuí";-;-;-;-;-;-
"355120 Sarutaiá";-;-;-;-;-;-
"355130 Sebastianópolis do Sul";-;-;-;-;-;-
"355140 Serra Azul";-;-;-;-;-;-
"355160 Serra Negra";-;-;-;-;-;-
"355150 Serrana";4;-;10;-;-;14
"355170 Sertãozinho";2;6;9;-;-;17
"355180 Sete Barras";-;-;-;-;-;-
"355190 Severínia";-;-;-;-;-;-
"355200 Silveiras";-;-;-;-;-;-
"355210 Socorro";-;-;-;-;-;-
"355220 Sorocaba";13;24;114;30;36;217
"355230 Sud Mennucci";-;-;-;-;-;-
"355240 Sumaré";-;-;18;-;-;18
"355255 Suzanápolis";-;-;-;-;-;-
"355250 Suzano";5;10;8;-;-;23
"355260 Tabapuã";-;-;-;-;-;-
"355270 Tabatinga";-;-;-;-;-;-
"355280 Taboão da Serra";2;8;10;-;8;28
"355290 Taciba";-;-;-;-;-;-
"355300 Taguaí";1;-;-;-;-;1
"355310 Taiaçu";-;-;-;-;-;-
"355320 Taiúva";-;-;-;-;-;-
"355330 Tambaú";-;-;-;-;-;-
"355340 Tanabi";-;-;-;-;-;-
"355350 Tapiraí";-;-;-;-;-;-
"355360 Tapiratiba";-;-;-;-;-;-
"355365 Taquaral";-;-;-;-;-;-
"355370 Taquaritinga";4;-;8;-;-;12
"355380 Taquarituba";1;-;-;-;-;1
"355385 Taquarivaí";-;-;-;-;-;-
"355390 Tarabai";-;-;-;-;-;-
"355395 Tarumã";-;-;-;-;-;-
"355400 Tatuí";5;-;15;-;-;20
"355410 Taubaté";-;9;40;-;-;49
"355420 Tejupá";-;-;-;-;-;-
"355430 Teodoro Sampaio";-;-;-;-;-;-
"355440 Terra Roxa";-;-;-;-;-;-
"355450 Tietê";1;-;-;-;-;1
"355460 Timburi";-;-;-;-;-;-
"355465 Torre de Pedra";-;-;-;-;-;-
"355470 Torrinha";-;-;-;-;-;-
"355475 Trabiju";-;-;-;-;-;-
"355480 Tremembé";-;-;-;-;-;-
"355490 Três Fronteiras";-;-;-;-;-;-
"355495 Tuiuti";-;-;-;-;-;-
"355500 Tupã";-;-;27;-;-;27
"355510 Tupi Paulista";-;-;-;-;-;-
"355520 Turiúba";-;-;-;-;-;-
"355530 Turmalina";-;-;-;-;-;-
"355535 Ubarana";-;-;-;-;-;-
"355540 Ubatuba";1;-;-;-;11;12
"355550 Ubirajara";-;-;-;-;-;-
"355560 Uchoa";-;-;-;-;-;-
"355570 União Paulista";-;-;-;-;-;-
"355580 Urânia";-;-;-;-;-;-
"355590 Uru";-;-;-;-;-;-
"355600 Urupês";-;-;-;-;-;-
"355610 Valentim Gentil";-;-;-;-;-;-
"355620 Valinhos";2;46;-;-;-;48
"355630 Valparaíso";-;-;-;-;-;-
"355635 Vargem";-;-;-;-;-;-
"355640 Vargem Grande do Sul";-;-;-;-;-;-
"355645 Vargem Grande Paulista";-;-;-;-;-;-
"355650 Várzea Paulista";-;-;-;-;-;-
"355660 Vera Cruz";-;-;-;-;-;-
"355670 Vinhedo";-;-;18;-;-;18
"355680 Viradouro";-;-;-;-;-;-
"355690 Vista Alegre do Alto";-;-;-;-;-;-
"355695 Vitória Brasil";-;-;-;-;-;-
"355700 Votorantim";-;7;5;-;-;12
"355710 Votuporanga";-;4;14;-;-;18
"355715 Zacarias";-;-;-;-;-;-
"350000 Município ignorado - SP";-;-;-;-;-;-
"410010 Abatiá";-;-;-;-;-;-
"410020 Adrianópolis";-;-;-;-;-;-
"410030 Agudos do Sul";-;-;-;-;-;-
"410040 Almirante Tamandaré";-;-;-;-;-;-
"410045 Altamira do Paraná";-;-;-;-;-;-
"412862 Alto Paraíso";-;-;-;-;-;-
"410060 Alto Paraná";-;-;-;-;-;-
"410070 Alto Piquiri";-;-;-;-;-;-
"410050 Altônia";-;-;-;-;-;-
"410080 Alvorada do Sul";-;-;-;-;-;-
"410090 Amaporã";1;-;-;-;-;1
"410100 Ampére";1;-;-;-;-;1
"410105 Anahy";-;-;-;-;-;-
"410110 Andirá";-;-;-;-;-;-
"410115 Ângulo";-;-;-;-;-;-
"410120 Antonina";1;-;-;-;-;1
"410130 Antônio Olinto";-;-;-;-;-;-
"410140 Apucarana";-;-;18;-;-;18
"410150 Arapongas";-;-;11;68;-;79
