"Município";"Quantidade existente";"Quantidade SUS";"Quantidade Não SUS"
"355715 Zacarias";-;-;-
"350000 Município ignorado - SP";-;-;-
"410010 Abatiá";22;21;1
"410020 Adrianópolis";3;3;-
"410030 Agudos do Sul";8;8;-
"410040 Almirante Tamandaré";-;-;-
"410045 Altamira do Paraná";19;19;-
"412862 Alto Paraíso";-;-;-
"410060 Alto Paraná";20;19;1
"410070 Alto Piquiri";-;-;-
"410050 Altônia";39;39;-
"410080 Alvorada do Sul";16;16;-
"410090 Amaporã";13;13;-
"410100 Ampére";34;33;1
"410105 Anahy";-;-;-
"410110 Andirá";62;57;5
"410115 Ângulo";-;-;-
"410120 Antonina";31;31;-
"410130 Antônio Olinto";2;2;-
"410140 Apucarana";228;159;69
"410150 Arapongas";388;322;66
"410160 Arapoti";13;13;-
"410165 Arapuã";-;-;-
"410170 Araruna";28;22;6
"410180 Araucária";91;91;-
"410185 Ariranha do Ivaí";-;-;-
"410190 Assaí";49;38;11
"410200 Assis Chateaubriand";82;69;13
"410210 Astorga";84;51;33
"410220 Atalaia";10;10;-
"410230 Balsa Nova";-;-;-
"410240 Bandeirantes";150;99;51
"410250 Barbosa Ferraz";29;29;-
"410270 Barra do Jacaré";-;-;-
"410260 Barracão";-;-;-
"410275 Bela Vista da Caroba";-;-;-
"410280 Bela Vista do Paraíso";19;19;-
"410290 Bituruna";43;43;-
"410300 Boa Esperança";10;9;1
"410302 Boa Esperança do Iguaçu";-;-;-
"410304 Boa Ventura de São Roque";-;-;-
"410305 Boa Vista da Aparecida";20;20;-
"410310 Bocaiúva do Sul";11;11;-
"410315 Bom Jesus do Sul";-;-;-
"410320 Bom Sucesso";29;29;-
"410322 Bom Sucesso do Sul";-;-;-
"410330 Borrazópolis";26;26;-
"410335 Braganey";-;-;-
"410337 Brasilândia do Sul";-;-;-
"410340 Cafeara";-;-;-
"410345 Cafelândia";-;-;-
"410347 Cafezal do Sul";-;-;-
"410350 Califórnia";-;-;-
"410360 Cambará";100;90;10
"410370 Cambé";100;57;43
"410380 Cambira";-;-;-
"410390 Campina da Lagoa";50;48;2
"410395 Campina do Simão";-;-;-
"410400 Campina Grande do Sul";356;323;33
"410405 Campo Bonito";-;-;-
"410410 Campo do Tenente";-;-;-
"410420 Campo Largo";1010;888;122
"410425 Campo Magro";-;-;-
"410430 Campo Mourão";233;154;79
"410440 Cândido de Abreu";31;31;-
"410442 Candói";39;37;2
"410445 Cantagalo";-;-;-
"410450 Capanema";38;28;10
"410460 Capitão Leônidas Marques";34;32;2
"410465 Carambeí";-;-;-
"410470 Carlópolis";21;21;-
"410480 Cascavel";1013;593;420
"410490 Castro";119;82;37
"410500 Catanduvas";-;-;-
"410510 Centenário do Sul";25;25;-
"410520 Cerro Azul";26;26;-
"410530 Céu Azul";36;28;8
"410540 Chopinzinho";77;70;7
"410550 Cianorte";152;113;39
"410560 Cidade Gaúcha";16;16;-
"410570 Clevelândia";56;49;7
"410580 Colombo";119;109;10
"410590 Colorado";101;65;36
"410600 Congonhinhas";24;24;-
"410610 Conselheiro Mairinck";20;20;-
"410620 Contenda";16;16;-
"410630 Corbélia";29;27;2
"410640 Cornélio Procópio";216;131;85
"410645 Coronel Domingos Soares";-;-;-
"410650 Coronel Vivida";67;62;5
"410655 Corumbataí do Sul";-;-;-
"410680 Cruz Machado";35;35;-
"410657 Cruzeiro do Iguaçu";-;-;-
"410660 Cruzeiro do Oeste";32;32;-
"410670 Cruzeiro do Sul";11;11;-
"410685 Cruzmaltina";-;-;-
"410690 Curitiba";5623;2520;3103
"410700 Curiúva";19;16;3
"410715 Diamante D'Oeste";15;15;-
"410710 Diamante do Norte";19;19;-
"410712 Diamante do Sul";-;-;-
"410720 Dois Vizinhos";106;93;13
"410725 Douradina";-;-;-
"410730 Doutor Camargo";-;-;-
"412863 Doutor Ulysses";-;-;-
"410740 Enéas Marques";-;-;-
"410750 Engenheiro Beltrão";36;33;3
"410753 Entre Rios do Oeste";30;20;10
"410752 Esperança Nova";-;-;-
"410754 Espigão Alto do Iguaçu";-;-;-
"410755 Farol";-;-;-
"410760 Faxinal";30;30;-
"410765 Fazenda Rio Grande";35;35;-
"410770 Fênix";-;-;-
"410773 Fernandes Pinheiro";-;-;-
"410775 Figueira";31;31;-
"410785 Flor da Serra do Sul";-;-;-
"410780 Floraí";-;-;-
"410790 Floresta";-;-;-
"410800 Florestópolis";22;22;-
"410810 Flórida";-;-;-
"410820 Formosa do Oeste";38;31;7
"410830 Foz do Iguaçu";401;274;127
"410845 Foz do Jordão";-;-;-
"410832 Francisco Alves";10;10;-
"410840 Francisco Beltrão";273;177;96
"410850 General Carneiro";-;-;-
"410855 Godoy Moreira";10;10;-
"410860 Goioerê";93;47;46
"410865 Goioxim";-;-;-
"410870 Grandes Rios";26;26;-
"410880 Guaíra";69;59;10
"410890 Guairaçá";16;16;-
"410895 Guamiranga";-;-;-
"410900 Guapirama";15;15;-
"410910 Guaporema";-;-;-
"410920 Guaraci";-;-;-
"410930 Guaraniaçu";81;66;15
"410940 Guarapuava";380;266;114
"410950 Guaraqueçaba";14;14;-
"410960 Guaratuba";50;50;-
"410965 Honório Serpa";-;-;-
"410970 Ibaiti";55;55;-
"410975 Ibema";33;33;-
"410980 Ibiporã";127;63;64
"410990 Icaraíma";-;-;-
"411000 Iguaraçu";-;-;-
"411005 Iguatu";-;-;-
"411007 Imbaú";-;-;-
"411010 Imbituva";-;-;-
"411020 Inácio Martins";-;-;-
"411030 Inajá";11;11;-
"411040 Indianópolis";16;16;-
"411050 Ipiranga";18;18;-
"411060 Iporã";31;31;-
"411065 Iracema do Oeste";-;-;-
"411070 Irati";173;119;54
"411080 Iretama";31;31;-
"411090 Itaguajé";19;17;2
"411095 Itaipulândia";25;25;-
"411100 Itambaracá";21;21;-
"411110 Itambé";16;16;-
"411120 Itapejara d'Oeste";-;-;-
"411125 Itaperuçu";37;35;2
"411130 Itaúna do Sul";17;17;-
"411140 Ivaí";18;18;-
"411150 Ivaiporã";193;159;34
"411155 Ivaté";-;-;-
"411160 Ivatuba";-;-;-
"411170 Jaboti";18;18;-
"411180 Jacarezinho";117;86;31
"411190 Jaguapitã";28;28;-
"411200 Jaguariaíva";79;79;-
"411210 Jandaia do Sul";349;344;5
"411220 Janiópolis";-;-;-
"411230 Japira";3;3;-
"411240 Japurá";18;18;-
"411250 Jardim Alegre";23;23;-
"411260 Jardim Olinda";-;-;-
"411270 Jataizinho";19;18;1
"411275 Jesuítas";25;18;7
"411280 Joaquim Távora";31;26;5
"411290 Jundiaí do Sul";14;14;-
"411295 Juranda";-;-;-
"411300 Jussara";19;19;-
"411310 Kaloré";23;23;-
"411320 Lapa";147;107;40
"411325 Laranjal";-;-;-
"411330 Laranjeiras do Sul";115;98;17
"411340 Leópolis";-;-;-
"411342 Lidianópolis";-;-;-
"411345 Lindoeste";20;20;-
"411350 Loanda";119;103;16
"411360 Lobato";-;-;-
"411370 Londrina";1867;1149;718
"411373 Luiziana";-;-;-
"411375 Lunardelli";29;18;11
"411380 Lupionópolis";16;16;-
"411390 Mallet";32;28;4
"411400 Mamborê";11;-;11
"411410 Mandaguaçu";55;32;23
"411420 Mandaguari";109;47;62
"411430 Mandirituba";48;48;-
"411435 Manfrinópolis";-;-;-
"411440 Mangueirinha";57;49;8
"411450 Manoel Ribas";24;24;-
"411460 Marechal Cândido Rondon";76;22;54
"411470 Maria Helena";-;-;-
"411480 Marialva";-;-;-
"411490 Marilândia do Sul";-;-;-
"411500 Marilena";23;22;1
"411510 Mariluz";-;-;-
"411520 Maringá";1577;772;805
"411530 Mariópolis";-;-;-
"411535 Maripá";2;2;-
"411540 Marmeleiro";62;47;15
"411545 Marquinho";-;-;-
"411550 Marumbi";21;21;-
"411560 Matelândia";48;33;15
"411570 Matinhos";12;12;-
"411573 Mato Rico";-;-;-
"411575 Mauá da Serra";-;-;-
"411580 Medianeira";192;54;138
"411585 Mercedes";-;-;-
"411590 Mirador";-;-;-
"411600 Miraselva";10;10;-
"411605 Missal";37;25;12
"411610 Moreira Sales";-;-;-
"411620 Morretes";22;22;-
"411630 Munhoz de Melo";-;-;-
"411640 Nossa Senhora das Graças";-;-;-
"411650 Nova Aliança do Ivaí";-;-;-
"411660 Nova América da Colina";-;-;-
"411670 Nova Aurora";49;40;9
"411680 Nova Cantu";22;20;2
"411690 Nova Esperança";29;29;-
"411695 Nova Esperança do Sudoeste";12;12;-
"411700 Nova Fátima";16;14;2
"411705 Nova Laranjeiras";-;-;-
"411710 Nova Londrina";33;31;2
"411720 Nova Olímpia";16;16;-
"411725 Nova Prata do Iguaçu";17;-;17
"411721 Nova Santa Bárbara";-;-;-
"411722 Nova Santa Rosa";11;6;5
"411727 Nova Tebas";49;49;-
"411729 Novo Itacolomi";-;-;-
"411730 Ortigueira";30;-;30
"411740 Ourizona";-;-;-
"411745 Ouro Verde do Oeste";-;-;-
"411750 Paiçandu";26;26;-
"411760 Palmas";91;90;1
"411770 Palmeira";146;28;118
"411780 Palmital";-;-;-
"411790 Palotina";54;34;20
"411800 Paraíso do Norte";42;32;10
"411810 Paranacity";-;-;-
"411820 Paranaguá";189;113;76
"411830 Paranapoema";15;15;-
"411840 Paranavaí";177;110;67
"411845 Pato Bragado";17;15;2
"411850 Pato Branco";267;205;62
"411860 Paula Freitas";-;-;-
"411870 Paulo Frontin";12;12;-
"411880 Peabiru";-;-;-
"411885 Perobal";-;-;-
"411890 Pérola";19;19;-
"411900 Pérola d'Oeste";-;-;-
"411910 Piên";50;48;2
"411915 Pinhais";287;273;14
"411925 Pinhal de São Bento";-;-;-
"411920 Pinhalão";27;17;10
"411930 Pinhão";91;82;9
"411940 Piraí do Sul";20;20;-
"411950 Piraquara";653;488;165
"411960 Pitanga";97;79;18
"411965 Pitangueiras";-;-;-
"411970 Planaltina do Paraná";15;15;-
"411980 Planalto";42;35;7
"411990 Ponta Grossa";774;529;245
"411995 Pontal do Paraná";-;-;-
"412000 Porecatu";31;31;-
"412010 Porto Amazonas";-;-;-
"412015 Porto Barreiro";-;-;-
"412020 Porto Rico";10;10;-
"412030 Porto Vitória";-;-;-
"412033 Prado Ferreira";20;20;-
"412035 Pranchita";48;43;5
"412040 Presidente Castelo Branco";18;18;-
"412050 Primeiro de Maio";-;-;-
"412060 Prudentópolis";127;117;10
"412065 Quarto Centenário";-;-;-
"412070 Quatiguá";28;26;2
"412080 Quatro Barras";-;-;-
"412085 Quatro Pontes";-;-;-
"412090 Quedas do Iguaçu";38;38;-
"412100 Querência do Norte";26;25;1
"412110 Quinta do Sol";-;-;-
"412120 Quitandinha";25;25;-
"412125 Ramilândia";-;-;-
"412130 Rancho Alegre";16;16;-
"412135 Rancho Alegre D'Oeste";-;-;-
"412140 Realeza";-;-;-
"412150 Rebouças";56;52;4
"412160 Renascença";-;-;-
"412170 Reserva";39;32;7
"412175 Reserva do Iguaçu";-;-;-
"412180 Ribeirão Claro";54;51;3
"412190 Ribeirão do Pinhal";49;44;5
"412200 Rio Azul";55;52;3
"412210 Rio Bom";-;-;-
"412215 Rio Bonito do Iguaçu";-;-;-
"412217 Rio Branco do Ivaí";-;-;-
"412220 Rio Branco do Sul";30;30;-
"412230 Rio Negro";30;27;3
"412240 Rolândia";213;206;7
"412250 Roncador";31;31;-
"412260 Rondon";31;24;7
"412265 Rosário do Ivaí";25;25;-
"412270 Sabáudia";-;-;-
"412280 Salgado Filho";-;-;-
"412290 Salto do Itararé";20;20;-
"412300 Salto do Lontra";21;21;-
"412310 Santa Amélia";15;15;-
"412320 Santa Cecília do Pavão";-;-;-
"412330 Santa Cruz de Monte Castelo";-;-;-
"412340 Santa Fé";-;-;-
"412350 Santa Helena";53;25;28
"412360 Santa Inês";-;-;-
"412370 Santa Isabel do Ivaí";27;19;8
"412380 Santa Izabel do Oeste";32;32;-
"412382 Santa Lúcia";-;-;-
"412385 Santa Maria do Oeste";41;41;-
"412390 Santa Mariana";36;36;-
"412395 Santa Mônica";-;-;-
"412402 Santa Tereza do Oeste";-;-;-
"412405 Santa Terezinha de Itaipu";-;-;-
"412400 Santana do Itararé";20;20;-
"412410 Santo Antônio da Platina";145;111;34
"412420 Santo Antônio do Caiuá";10;10;-
"412430 Santo Antônio do Paraíso";6;6;-
"412440 Santo Antônio do Sudoeste";30;25;5
"412450 Santo Inácio";-;-;-
"412460 São Carlos do Ivaí";16;15;1
"412470 São Jerônimo da Serra";20;20;-
"412480 São João";-;-;-
"412490 São João do Caiuá";17;17;-
"412500 São João do Ivaí";20;20;-
"412510 São João do Triunfo";20;19;1
"412520 São Jorge d'Oeste";29;21;8
"412530 São Jorge do Ivaí";-;-;-
"412535 São Jorge do Patrocínio";22;22;-
"412540 São José da Boa Vista";18;18;-
"412545 São José das Palmeiras";22;19;3
"412550 São José dos Pinhais";177;121;56
"412555 São Manoel do Paraná";-;-;-
"412560 São Mateus do Sul";50;38;12
"412570 São Miguel do Iguaçu";254;34;220
"412575 São Pedro do Iguaçu";-;-;-
"412580 São Pedro do Ivaí";25;23;2
"412590 São Pedro do Paraná";-;-;-
"412600 São Sebastião da Amoreira";25;25;-
"412610 São Tomé";-;-;-
"412620 Sapopema";31;31;-
"412625 Sarandi";167;125;42
"412627 Saudade do Iguaçu";-;-;-
"412630 Sengés";1;1;-
"412635 Serranópolis do Iguaçu";-;-;-
"412640 Sertaneja";23;23;-
"412650 Sertanópolis";16;16;-
"412660 Siqueira Campos";54;35;19
"412665 Sulina";-;-;-
"412667 Tamarana";16;16;-
"412670 Tamboara";9;9;-
"412680 Tapejara";-;-;-
"412690 Tapira";-;-;-
"412700 Teixeira Soares";17;17;-
"412710 Telêmaco Borba";187;98;89
"412720 Terra Boa";65;63;2
"412730 Terra Rica";29;25;4
"412740 Terra Roxa";21;-;21
"412750 Tibagi";30;30;-
"412760 Tijucas do Sul";16;16;-
"412770 Toledo";321;108;213
"412780 Tomazina";66;50;16
"412785 Três Barras do Paraná";34;34;-
"412788 Tunas do Paraná";6;6;-
"412790 Tuneiras do Oeste";23;22;1
"412795 Tupãssi";23;23;-
"412796 Turvo";53;49;4
"412800 Ubiratã";102;51;51
"412810 Umuarama";687;525;162
"412820 União da Vitória";250;117;133
"412830 Uniflor";-;-;-
"412840 Uraí";48;48;-
"412853 Ventania";-;-;-
"412855 Vera Cruz do Oeste";27;26;1
"412860 Verê";20;18;2
"412865 Virmond";-;-;-
"412870 Vitorino";-;-;-
"412850 Wenceslau Braz";33;32;1
"412880 Xambrê";-;-;-
"410000 Município ignorado - PR";-;-;-
"420005 Abdon Batista";-;-;-
"420010 Abelardo Luz";42;34;8
"420020 Agrolândia";-;-;-
"420030 Agronômica";-;-;-
"420040 Água Doce";31;26;5
"420050 Águas de Chapecó";-;-;-
"420055 Águas Frias";-;-;-
"420060 Águas Mornas";-;-;-
"420070 Alfredo Wagner";24;9;15
"420075 Alto Bela Vista";-;-;-
"420080 Anchieta";-;-;-
"420090 Angelina";66;42;24
"420100 Anita Garibaldi";33;30;3
"420110 Anitápolis";49;15;34
"420120 Antônio Carlos";-;-;-
"420125 Apiúna";-;-;-
"420127 Arabutã";21;15;6
"420130 Araquari";-;-;-
"420140 Araranguá";117;117;-
"420150 Armazém";31;27;4
"420160 Arroio Trinta";21;13;8
"420165 Arvoredo";-;-;-
"420170 Ascurra";-;-;-
"420180 Atalanta";-;-;-
"420190 Aurora";-;-;-
"420195 Balneário Arroio do Silva";-;-;-
"420205 Balneário Barra do Sul";-;-;-
"420200 Balneário Camboriú";248;96;152
"420207 Balneário Gaivota";-;-;-
"421280 Balneário Piçarras";-;-;-
"422000 Balneário Rincão";-;-;-
"420208 Bandeirante";-;-;-
"420209 Barra Bonita";-;-;-
"420210 Barra Velha";-;-;-
"420213 Bela Vista do Toldo";-;-;-
"420215 Belmonte";-;-;-
"420220 Benedito Novo";2;1;1
"420230 Biguaçu";68;68;-
"420240 Blumenau";682;354;328
"420243 Bocaina do Sul";-;-;-
"420250 Bom Jardim da Serra";18;18;-
"420253 Bom Jesus";-;-;-
"420257 Bom Jesus do Oeste";-;-;-
"420260 Bom Retiro";50;43;7
"420245 Bombinhas";4;4;-
"420270 Botuverá";-;-;-
"420280 Braço do Norte";72;51;21
"420285 Braço do Trombudo";-;-;-
"420287 Brunópolis";-;-;-
"420290 Brusque";270;158;112
"420300 Caçador";118;77;41
"420310 Caibi";27;19;8
"420315 Calmon";-;-;-
"420320 Camboriú";157;38;119
"420330 Campo Alegre";32;21;11
"420340 Campo Belo do Sul";32;26;6
"420350 Campo Erê";42;28;14
"420360 Campos Novos";101;79;22
"420370 Canelinha";20;20;-
"420380 Canoinhas";65;39;26
"420325 Capão Alto";-;-;-
"420390 Capinzal";63;52;11
"420395 Capivari de Baixo";-;-;-
"420400 Catanduvas";33;23;10
"420410 Caxambu do Sul";27;24;3
"420415 Celso Ramos";-;-;-
"420417 Cerro Negro";-;-;-
"420419 Chapadão do Lageado";-;-;-
"420420 Chapecó";385;247;138
"420425 Cocal do Sul";-;-;-
"420430 Concórdia";184;109;75
"420435 Cordilheira Alta";-;-;-
"420440 Coronel Freitas";30;25;5
"420445 Coronel Martins";-;-;-
"420455 Correia Pinto";33;23;10
"420450 Corupá";-;-;-
"420460 Criciúma";468;288;180
"420470 Cunha Porã";45;41;4
"420475 Cunhataí";-;-;-
"420480 Curitibanos";126;93;33
"420490 Descanso";37;33;4
"420500 Dionísio Cerqueira";42;31;11
"420510 Dona Emma";-;-;-
"420515 Doutor Pedrinho";-;-;-
"420517 Entre Rios";-;-;-
"420519 Ermo";-;-;-
"420520 Erval Velho";-;-;-
"420530 Faxinal dos Guedes";34;29;5
"420535 Flor do Sertão";-;-;-
"420540 Florianópolis";1598;977;621
"420543 Formosa do Sul";-;-;-
"420545 Forquilhinha";-;-;-
"420550 Fraiburgo";51;48;3
"420555 Frei Rogério";-;-;-
"420560 Galvão";-;-;-
"420570 Garopaba";-;-;-
"420580 Garuva";20;-;20
"420590 Gaspar";100;91;9
"420600 Governador Celso Ramos";-;-;-
"420610 Grão Pará";-;-;-
"420620 Gravatal";-;-;-
"420630 Guabiruba";16;13;3
"420640 Guaraciaba";36;30;6
"420650 Guaramirim";50;50;-
"420660 Guarujá do Sul";19;16;3
"420665 Guatambú";-;-;-
"420670 Herval d'Oeste";-;-;-
"420675 Ibiam";-;-;-
"420680 Ibicaré";30;-;30
"420690 Ibirama";80;80;-
"420700 Içara";91;87;4
"420710 Ilhota";-;-;-
"420720 Imaruí";-;-;-
"420730 Imbituba";68;59;9
"420740 Imbuia";11;10;1
"420750 Indaial";95;92;3
"420757 Iomerê";-;-;-
"420760 Ipira";27;19;8
"420765 Iporã do Oeste";32;28;4
"420768 Ipuaçu";-;-;-
"420770 Ipumirim";12;11;1
"420775 Iraceminha";-;-;-
"420780 Irani";45;42;3
"420785 Irati";-;-;-
"420790 Irineópolis";19;19;-
"420800 Itá";39;27;12
"420810 Itaiópolis";21;20;1
"420820 Itajaí";400;325;75
"420830 Itapema";32;30;2
"420840 Itapiranga";48;34;14
"420845 Itapoá";1;1;-
"420850 Ituporanga";60;52;8
"420860 Jaborá";-;-;-
"420870 Jacinto Machado";45;36;9
"420880 Jaguaruna";49;44;5
"420890 Jaraguá do Sul";318;225;93
"420895 Jardinópolis";-;-;-
"420900 Joaçaba";187;135;52
"420910 Joinville";1187;790;397
"420915 José Boiteux";1;1;-
"420917 Jupiá";-;-;-
"420920 Lacerdópolis";-;-;-
"420930 Lages";443;317;126
"420940 Laguna";98;75;23
"420945 Lajeado Grande";-;-;-
"420950 Laurentino";-;-;-
"420960 Lauro Muller";39;39;-
"420970 Lebon Régis";45;45;-
"420980 Leoberto Leal";-;-;-
"420985 Lindóia do Sul";71;65;6
"420990 Lontras";-;-;-
"421000 Luiz Alves";39;38;1
"421003 Luzerna";91;86;5
"421005 Macieira";-;-;-
"421010 Mafra";125;104;21
"421020 Major Gercino";-;-;-
"421030 Major Vieira";37;31;6
"421040 Maracajá";-;-;-
"421050 Maravilha";81;73;8
"421055 Marema";-;-;-
"421060 Massaranduba";21;21;-
"421070 Matos Costa";-;-;-
"421080 Meleiro";50;33;17
"421085 Mirim Doce";-;-;-
"421090 Modelo";31;27;4
"421100 Mondaí";48;40;8
"421105 Monte Carlo";16;16;-
"421110 Monte Castelo";22;20;2
"421120 Morro da Fumaça";134;112;22
"421125 Morro Grande";-;-;-
"421130 Navegantes";39;36;3
"421140 Nova Erechim";33;27;6
"421145 Nova Itaberaba";-;-;-
"421150 Nova Trento";50;50;-
"421160 Nova Veneza";49;43;6
"421165 Novo Horizonte";-;-;-
"421170 Orleans";52;33;19
"421175 Otacílio Costa";50;44;6
"421180 Ouro";-;-;-
"421185 Ouro Verde";-;-;-
"421187 Paial";-;-;-
"421189 Painel";-;-;-
"421190 Palhoça";42;-;42
"421200 Palma Sola";35;29;6
"421205 Palmeira";-;-;-
"421210 Palmitos";73;58;15
"421220 Papanduva";35;30;5
"421223 Paraíso";-;-;-
"421225 Passo de Torres";-;-;-
"421227 Passos Maia";-;-;-
"421230 Paulo Lopes";-;-;-
"421240 Pedras Grandes";-;-;-
"421250 Penha";80;26;54
"421260 Peritiba";32;26;6
"421265 Pescaria Brava";-;-;-
"421270 Petrolândia";16;14;2
"421290 Pinhalzinho";42;27;15
"421300 Pinheiro Preto";-;-;-
"421310 Piratuba";-;-;-
"421315 Planalto Alegre";-;-;-
"421320 Pomerode";58;40;18
"421330 Ponte Alta";26;26;-
"421335 Ponte Alta do Norte";-;-;-
"421340 Ponte Serrada";77;65;12
"421350 Porto Belo";-;-;-
"421360 Porto União";91;70;21
"421370 Pouso Redondo";41;34;7
"421380 Praia Grande";50;49;1
"421390 Presidente Castello Branco";-;-;-
"421400 Presidente Getúlio";44;42;2
"421410 Presidente Nereu";-;-;-
"421415 Princesa";-;-;-
"421420 Quilombo";47;41;6
"421430 Rancho Queimado";-;-;-
"421440 Rio das Antas";-;-;-
"421450 Rio do Campo";31;30;1
"421460 Rio do Oeste";-;-;-
"421480 Rio do Sul";258;176;82
"421470 Rio dos Cedros";49;32;17
"421490 Rio Fortuna";32;26;6
"421500 Rio Negrinho";67;57;10
"421505 Rio Rufino";-;-;-
"421507 Riqueza";-;-;-
"421510 Rodeio";30;20;10
"421520 Romelândia";-;-;-
"421530 Salete";31;31;-
"421535 Saltinho";-;-;-
"421540 Salto Veloso";16;14;2
"421545 Sangão";-;-;-
"421550 Santa Cecília";119;84;35
"421555 Santa Helena";-;-;-
"421560 Santa Rosa de Lima";-;-;-
"421565 Santa Rosa do Sul";-;-;-
"421567 Santa Terezinha";-;-;-
"421568 Santa Terezinha do Progresso";-;-;-
"421569 Santiago do Sul";-;-;-
"421570 Santo Amaro da Imperatriz";49;48;1
"421580 São Bento do Sul";96;47;49
"421575 São Bernardino";-;-;-
"421590 São Bonifácio";29;29;-
"421600 São Carlos";67;46;21
"421605 São Cristovão do Sul";-;-;-
"421610 São Domingos";-;-;-
"421620 São Francisco do Sul";37;26;11
"421630 São João Batista";30;28;2
"421635 São João do Itaperiú";-;-;-
"421625 São João do Oeste";32;21;11
"421640 São João do Sul";-;-;-
"421650 São Joaquim";129;99;30
"421660 São José";908;697;211
"421670 São José do Cedro";33;28;5
"421680 São José do Cerrito";-;-;-
"421690 São Lourenço do Oeste";56;44;12
"421700 São Ludgero";-;-;-
"421710 São Martinho";16;15;1
"421715 São Miguel da Boa Vista";-;-;-
"421720 São Miguel do Oeste";119;82;37
"421725 São Pedro de Alcântara";93;93;-
"421730 Saudades";33;29;4
"421740 Schroeder";-;-;-
"421750 Seara";50;38;12
"421755 Serra Alta";-;-;-
"421760 Siderópolis";-;-;-
"421770 Sombrio";106;104;2
"421775 Sul Brasil";-;-;-
"421780 Taió";36;34;2
"421790 Tangará";54;40;14
"421795 Tigrinhos";-;-;-
"421800 Tijucas";60;36;24
"421810 Timbé do Sul";28;21;7
"421820 Timbó";100;65;35
"421825 Timbó Grande";-;-;-
"421830 Três Barras";54;43;11
"421835 Treviso";-;-;-
"421840 Treze de Maio";41;39;2
"421850 Treze Tílias";-;-;-
"421860 Trombudo Central";68;67;1
"421870 Tubarão";463;262;201
"421875 Tunápolis";48;39;9
"421880 Turvo";65;39;26
"421885 União do Oeste";-;-;-
"421890 Urubici";48;39;9
"421895 Urupema";-;-;-
"421900 Urussanga";110;87;23
"421910 Vargeão";24;20;4
"421915 Vargem";-;-;-
"421917 Vargem Bonita";-;-;-
"421920 Vidal Ramos";21;20;1
"421930 Videira";135;87;48
"421935 Vitor Meireles";17;15;2
"421940 Witmarsum";21;21;-
"421950 Xanxerê";151;120;31
"421960 Xavantina";23;16;7
"421970 Xaxim";48;37;11
"421985 Zortéa";-;-;-
"420000 Município ignorado - SC";-;-;-
"430003 Aceguá";42;34;8
"430005 Água Santa";-;-;-
"430010 Agudo";51;39;12
"430020 Ajuricaba";49;39;10
"430030 Alecrim";50;46;4
"430040 Alegrete";172;137;35
"430045 Alegria";-;-;-
"430047 Almirante Tamandaré do Sul";-;-;-
"430050 Alpestre";23;23;-
"430055 Alto Alegre";-;-;-
"430057 Alto Feliz";-;-;-
"430060 Alvorada";97;97;-
"430063 Amaral Ferrador";-;-;-
"430064 Ametista do Sul";28;25;3
"430066 André da Rocha";-;-;-
"430070 Anta Gorda";38;25;13
"430080 Antônio Prado";51;35;16
"430085 Arambaré";-;-;-
"430087 Araricá";-;-;-
"430090 Aratiba";36;31;5
"430100 Arroio do Meio";89;79;10
"430107 Arroio do Padre";-;-;-
"430105 Arroio do Sal";-;-;-
"430120 Arroio do Tigre";76;61;15
"430110 Arroio dos Ratos";-;-;-
"430130 Arroio Grande";48;36;12
"430140 Arvorezinha";60;38;22
"430150 Augusto Pestana";55;41;14
"430155 Áurea";-;-;-
"430160 Bagé";220;166;54
"430163 Balneário Pinhal";-;-;-
"430165 Barão";24;21;3
"430170 Barão de Cotegipe";-;-;-
"430175 Barão do Triunfo";-;-;-
"430185 Barra do Guarita";-;-;-
"430187 Barra do Quaraí";-;-;-
"430190 Barra do Ribeiro";41;41;-
"430192 Barra do Rio Azul";-;-;-
"430195 Barra Funda";-;-;-
"430180 Barracão";-;-;-
"430200 Barros Cassal";-;-;-
"430205 Benjamin Constant do Sul";-;-;-
"430210 Bento Gonçalves";244;106;138
"430215 Boa Vista das Missões";-;-;-
"430220 Boa Vista do Buricá";40;27;13
"430222 Boa Vista do Cadeado";-;-;-
"430223 Boa Vista do Incra";-;-;-
"430225 Boa Vista do Sul";-;-;-
"430230 Bom Jesus";35;31;4
"430235 Bom Princípio";43;27;16
"430237 Bom Progresso";-;-;-
"430240 Bom Retiro do Sul";50;33;17
"430245 Boqueirão do Leão";39;29;10
"430250 Bossoroca";-;-;-
"430258 Bozano";-;-;-
"430260 Braga";-;-;-
"430265 Brochier";-;-;-
"430270 Butiá";29;29;-
"430280 Caçapava do Sul";79;59;20
"430290 Cacequi";36;30;6
"430300 Cachoeira do Sul";174;115;59
"430310 Cachoeirinha";81;81;-
"430320 Cacique Doble";-;-;-
"430330 Caibaté";40;30;10
"430340 Caiçara";41;25;16
"430350 Camaquã";145;122;23
"430355 Camargo";-;-;-
"430360 Cambará do Sul";32;32;-
"430367 Campestre da Serra";-;-;-
"430370 Campina das Missões";55;46;9
"430380 Campinas do Sul";49;47;2
"430390 Campo Bom";81;60;21
"430400 Campo Novo";35;30;5
"430410 Campos Borges";-;-;-
"430420 Candelária";105;76;29
"430430 Cândido Godói";39;32;7
"430435 Candiota";-;-;-
"430440 Canela";52;43;9
"430450 Canguçu";104;86;18
"430460 Canoas";833;547;286
"430461 Canudos do Vale";-;-;-
"430462 Capão Bonito do Sul";-;-;-
"430463 Capão da Canoa";91;86;5
