"Município";"Leitos Repouso/Observação Ped";"Leitos Repouso/Observação Fem";"Leitos Repouso/Observação Masc";"Leitos Repouso/Observação Indif"
"352030 Iguape";4;-;-;4
"352042 Ilha Comprida";-;3;2;-
"352044 Ilha Solteira";4;5;6;-
"352040 Ilhabela";6;5;7;1
"352050 Indaiatuba";23;14;14;24
"352060 Indiana";-;-;-;-
"352070 Indiaporã";-;-;-;4
"352080 Inúbia Paulista";-;-;-;1
"352090 Ipaussu";-;2;2;-
"352100 Iperó";-;-;-;-
"352110 Ipeúna";-;-;-;-
"352115 Ipiguá";-;-;-;-
"352120 Iporanga";-;-;-;-
"352130 Ipuã";-;6;3;-
"352140 Iracemápolis";3;2;2;-
"352150 Irapuã";-;6;6;-
"352160 Irapuru";-;-;-;-
"352170 Itaberá";-;-;-;6
"352180 Itaí";1;1;1;7
"352190 Itajobi";-;-;-;3
"352200 Itaju";-;-;1;-
"352210 Itanhaém";-;-;-;1
"352215 Itaóca";-;-;-;-
"352220 Itapecerica da Serra";10;12;13;1
"352230 Itapetininga";8;5;6;-
"352240 Itapeva";4;3;3;4
"352250 Itapevi";17;26;26;14
"352260 Itapira";3;3;3;8
"352265 Itapirapuã Paulista";-;-;-;-
"352270 Itápolis";-;-;-;4
"352280 Itaporanga";1;-;-;4
"352290 Itapuí";-;-;2;5
"352300 Itapura";-;-;-;-
"352310 Itaquaquecetuba";10;16;18;1
"352320 Itararé";-;-;-;4
"352330 Itariri";4;2;2;-
"352340 Itatiba";6;9;9;7
"352350 Itatinga";-;-;-;3
"352360 Itirapina";-;3;3;-
"352370 Itirapuã";-;-;-;-
"352380 Itobi";-;-;-;-
"352390 Itu";21;15;15;13
"352400 Itupeva";-;-;-;-
"352410 Ituverava";2;2;3;-
"352420 Jaborandi";-;-;-;-
"352430 Jaboticabal";5;5;4;10
"352440 Jacareí";26;25;22;28
"352450 Jaci";-;-;-;4
"352460 Jacupiranga";-;5;5;-
"352470 Jaguariúna";1;3;3;6
"352480 Jales";3;-;-;21
"352490 Jambeiro";-;-;-;-
"352500 Jandira";8;5;2;23
"352510 Jardinópolis";-;4;4;-
"352520 Jarinu";10;9;9;-
"352530 Jaú";16;11;14;4
"352540 Jeriquara";-;-;-;-
"352550 Joanópolis";-;-;-;4
"352560 João Ramalho";-;-;-;-
"352570 José Bonifácio";-;5;2;-
"352580 Júlio Mesquita";-;-;-;-
"352585 Jumirim";-;-;-;-
"352590 Jundiaí";47;12;9;72
"352600 Junqueirópolis";-;3;3;-
"352610 Juquiá";-;-;-;4
"352620 Juquitiba";-;-;-;-
"352630 Lagoinha";1;-;-;-
"352640 Laranjal Paulista";-;3;2;-
"352650 Lavínia";-;-;-;-
"352660 Lavrinhas";-;-;-;-
"352670 Leme";5;-;-;16
"352680 Lençóis Paulista";5;8;5;2
"352690 Limeira";19;13;7;48
"352700 Lindóia";-;-;-;-
"352710 Lins";11;-;-;31
"352720 Lorena";11;3;3;13
"352725 Lourdes";-;-;-;-
"352730 Louveira";-;-;1;9
"352740 Lucélia";-;-;-;-
"352750 Lucianópolis";-;-;-;-
"352760 Luís Antônio";-;-;-;6
"352770 Luiziânia";-;3;3;-
"352780 Lupércio";-;-;-;-
"352790 Lutécia";-;-;-;-
"352800 Macatuba";7;7;7;4
"352810 Macaubal";-;-;-;-
"352820 Macedônia";-;-;-;-
"352830 Magda";-;-;1;-
"352840 Mairinque";2;3;3;-
"352850 Mairiporã";8;7;6;-
"352860 Manduri";-;2;2;-
"352870 Marabá Paulista";-;-;-;-
"352880 Maracaí";-;-;-;3
"352885 Marapoama";-;-;-;-
"352890 Mariápolis";-;-;-;-
"352900 Marília";16;25;17;14
"352910 Marinópolis";-;-;-;-
"352920 Martinópolis";-;-;-;-
"352930 Matão";4;6;5;1
"352940 Mauá";27;7;-;62
"352950 Mendonça";-;-;-;-
"352960 Meridiano";-;-;-;-
"352965 Mesópolis";-;-;-;-
"352970 Miguelópolis";-;5;6;4
"352980 Mineiros do Tietê";3;3;3;-
"353000 Mira Estrela";-;-;-;-
"352990 Miracatu";-;-;-;12
"353010 Mirandópolis";-;4;3;-
"353020 Mirante do Paranapanema";3;4;4;-
"353030 Mirassol";3;-;-;-
"353040 Mirassolândia";-;-;-;2
"353050 Mococa";-;-;-;-
"353060 Mogi das Cruzes";33;20;41;32
"353070 Mogi Guaçu";7;7;6;14
"353080 Mogi Mirim";2;6;6;4
"353090 Mombuca";-;-;-;-
"353100 Monções";-;-;-;-
"353110 Mongaguá";3;9;9;7
"353120 Monte Alegre do Sul";-;-;-;-
"353130 Monte Alto";1;-;-;4
"353140 Monte Aprazível";2;4;2;-
"353150 Monte Azul Paulista";-;2;2;1
"353160 Monte Castelo";-;-;-;-
"353180 Monte Mor";2;2;3;3
"353170 Monteiro Lobato";-;-;-;-
"353190 Morro Agudo";-;-;-;-
"353200 Morungaba";-;-;1;3
"353205 Motuca";-;6;6;-
"353210 Murutinga do Sul";-;1;1;-
"353215 Nantes";-;-;-;-
"353220 Narandiba";-;-;-;-
"353230 Natividade da Serra";-;-;-;-
"353240 Nazaré Paulista";-;-;-;5
"353250 Neves Paulista";-;-;-;6
"353260 Nhandeara";-;-;-;4
"353270 Nipoã";-;-;-;-
"353280 Nova Aliança";-;-;-;-
"353282 Nova Campina";-;-;-;-
"353284 Nova Canaã Paulista";-;-;-;-
"353286 Nova Castilho";-;-;-;-
"353290 Nova Europa";-;-;-;6
"353300 Nova Granada";-;-;-;12
"353310 Nova Guataporanga";-;-;-;-
"353320 Nova Independência";-;-;-;-
"353330 Nova Luzitânia";-;-;-;-
"353340 Nova Odessa";3;4;4;-
"353325 Novais";-;-;-;-
"353350 Novo Horizonte";-;-;-;5
"353360 Nuporanga";-;-;-;2
"353370 Ocauçu";-;-;-;-
"353380 Óleo";-;-;-;-
"353390 Olímpia";5;5;5;6
"353400 Onda Verde";-;-;-;-
"353410 Oriente";-;-;-;-
"353420 Orindiúva";2;2;3;-
"353430 Orlândia";-;-;-;-
"353440 Osasco";41;32;26;55
"353450 Oscar Bressane";-;-;-;-
"353460 Osvaldo Cruz";-;-;-;14
"353470 Ourinhos";4;3;-;7
"353480 Ouro Verde";-;-;-;-
"353475 Ouroeste";-;-;-;5
"353490 Pacaembu";-;-;-;-
"353500 Palestina";-;4;4;-
"353510 Palmares Paulista";-;-;-;-
"353520 Palmeira d'Oeste";-;3;3;5
"353530 Palmital";-;3;3;-
"353540 Panorama";-;4;4;-
"353550 Paraguaçu Paulista";4;3;3;-
"353560 Paraibuna";-;-;-;5
"353570 Paraíso";-;2;3;-
"353580 Paranapanema";-;-;-;6
"353590 Paranapuã";-;-;-;-
"353600 Parapuã";-;-;-;-
"353610 Pardinho";-;-;-;8
"353620 Pariquera-Açu";5;7;9;-
"353625 Parisi";-;-;-;-
"353630 Patrocínio Paulista";-;-;-;4
"353640 Paulicéia";-;-;-;-
"353650 Paulínia";6;5;6;4
"353657 Paulistânia";-;-;-;-
"353660 Paulo de Faria";-;-;-;-
"353670 Pederneiras";-;-;-;13
"353680 Pedra Bela";-;-;-;-
"353690 Pedranópolis";-;-;-;-
"353700 Pedregulho";-;-;-;2
"353710 Pedreira";8;8;8;10
"353715 Pedrinhas Paulista";-;-;-;-
"353720 Pedro de Toledo";3;2;2;-
"353730 Penápolis";5;4;5;1
"353740 Pereira Barreto";-;-;-;-
"353750 Pereiras";-;-;-;1
"353760 Peruíbe";4;7;7;1
"353770 Piacatu";-;-;-;-
"353780 Piedade";-;2;2;3
"353790 Pilar do Sul";-;-;-;8
"353800 Pindamonhangaba";27;20;20;5
"353810 Pindorama";-;5;4;-
"353820 Pinhalzinho";3;-;-;3
"353830 Piquerobi";-;-;-;-
"353850 Piquete";-;6;5;-
"353860 Piracaia";3;3;3;-
"353870 Piracicaba";34;40;40;55
"353880 Piraju";2;4;4;1
"353890 Pirajuí";-;-;-;8
"353900 Pirangi";-;-;-;7
"353910 Pirapora do Bom Jesus";3;3;3;-
"353920 Pirapozinho";6;4;4;2
"353930 Pirassununga";-;-;-;28
"353940 Piratininga";-;-;-;-
"353950 Pitangueiras";1;-;-;-
"353960 Planalto";-;-;-;-
"353970 Platina";-;-;-;-
"353980 Poá";4;2;2;-
"353990 Poloni";-;-;-;6
"354000 Pompéia";-;-;-;2
"354010 Pongaí";-;-;-;-
"354020 Pontal";-;-;-;3
"354025 Pontalinda";-;-;-;-
"354030 Pontes Gestal";-;-;-;-
"354040 Populina";-;-;-;3
"354050 Porangaba";4;4;4;-
"354060 Porto Feliz";-;-;-;3
"354070 Porto Ferreira";1;2;2;2
"354075 Potim";-;4;3;-
"354080 Potirendaba";-;-;-;13
"354085 Pracinha";-;-;-;-
"354090 Pradópolis";-;-;-;-
"354100 Praia Grande";22;33;41;33
"354105 Pratânia";-;-;-;-
"354110 Presidente Alves";-;-;-;-
"354120 Presidente Bernardes";-;3;3;-
"354130 Presidente Epitácio";-;4;4;-
"354140 Presidente Prudente";44;20;19;61
"354150 Presidente Venceslau";-;-;-;-
"354160 Promissão";2;-;-;4
"354165 Quadra";-;-;-;-
"354170 Quatá";-;-;-;3
"354180 Queiroz";-;-;-;-
"354190 Queluz";4;3;3;-
"354200 Quintana";-;-;-;-
"354210 Rafard";-;3;3;-
"354220 Rancharia";-;4;4;1
"354230 Redenção da Serra";-;-;-;-
"354240 Regente Feijó";-;-;-;3
"354250 Reginópolis";-;-;-;-
"354260 Registro";6;3;3;13
"354270 Restinga";-;-;-;-
"354280 Ribeira";-;-;-;-
"354290 Ribeirão Bonito";-;1;-;-
"354300 Ribeirão Branco";-;-;-;2
"354310 Ribeirão Corrente";-;-;-;-
"354320 Ribeirão do Sul";-;4;3;-
"354323 Ribeirão dos Índios";-;-;-;-
"354325 Ribeirão Grande";-;-;-;-
"354330 Ribeirão Pires";14;10;9;25
"354340 Ribeirão Preto";20;8;4;117
"354360 Rifaina";-;-;-;-
"354370 Rincão";-;4;4;4
"354380 Rinópolis";-;-;-;-
"354390 Rio Claro";13;19;18;12
"354400 Rio das Pedras";-;-;-;-
"354410 Rio Grande da Serra";3;-;-;6
"354420 Riolândia";-;-;-;-
"354350 Riversul";4;3;3;-
"354425 Rosana";3;-;-;4
"354430 Roseira";-;-;-;-
"354440 Rubiácea";-;-;-;-
"354450 Rubinéia";-;-;-;-
"354460 Sabino";1;-;1;-
"354470 Sagres";-;-;-;-
"354480 Sales";2;3;3;-
"354490 Sales Oliveira";-;-;-;3
"354500 Salesópolis";-;-;-;-
"354510 Salmourão";-;-;-;1
"354515 Saltinho";-;-;-;1
"354520 Salto";7;4;4;16
"354530 Salto de Pirapora";-;-;-;-
"354540 Salto Grande";-;-;-;4
"354550 Sandovalina";-;-;-;-
"354560 Santa Adélia";-;-;-;-
"354570 Santa Albertina";-;-;-;-
"354580 Santa Bárbara d'Oeste";2;-;-;2
"354600 Santa Branca";3;-;-;4
"354610 Santa Clara d'Oeste";-;-;-;-
"354620 Santa Cruz da Conceição";-;-;-;-
"354625 Santa Cruz da Esperança";-;-;-;-
"354630 Santa Cruz das Palmeiras";-;-;-;6
"354640 Santa Cruz do Rio Pardo";6;7;7;1
"354650 Santa Ernestina";-;-;-;-
"354660 Santa Fé do Sul";2;3;3;13
"354670 Santa Gertrudes";-;-;-;4
"354680 Santa Isabel";-;7;1;6
"354690 Santa Lúcia";3;3;3;-
"354700 Santa Maria da Serra";-;-;-;-
"354710 Santa Mercedes";-;1;1;1
"354740 Santa Rita d'Oeste";-;-;-;-
"354750 Santa Rita do Passa Quatro";-;-;-;2
"354760 Santa Rosa de Viterbo";-;-;-;4
"354765 Santa Salete";-;-;-;-
"354720 Santana da Ponte Pensa";-;-;-;-
"354730 Santana de Parnaíba";11;8;8;2
"354770 Santo Anastácio";-;-;-;-
"354780 Santo André";44;24;27;175
"354790 Santo Antônio da Alegria";-;-;-;-
"354800 Santo Antônio de Posse";2;4;4;-
"354805 Santo Antônio do Aracanguá";-;-;-;1
"354810 Santo Antônio do Jardim";-;-;-;-
"354820 Santo Antônio do Pinhal";-;3;3;-
"354830 Santo Expedito";-;-;-;-
"354840 Santópolis do Aguapeí";-;-;-;-
"354850 Santos";43;61;46;66
"354860 São Bento do Sapucaí";-;-;-;5
"354870 São Bernardo do Campo";49;9;8;196
"354880 São Caetano do Sul";16;13;13;58
"354890 São Carlos";9;2;3;41
"354900 São Francisco";-;-;-;-
"354910 São João da Boa Vista";1;6;6;9
"354920 São João das Duas Pontes";-;-;-;-
"354925 São João de Iracema";-;-;-;-
"354930 São João do Pau d'Alho";-;-;-;-
"354940 São Joaquim da Barra";2;8;5;6
"354950 São José da Bela Vista";-;-;-;-
"354960 São José do Barreiro";2;-;-;2
"354970 São José do Rio Pardo";-;-;-;5
"354980 São José do Rio Preto";38;27;26;79
"354990 São José dos Campos";66;44;30;138
"354995 São Lourenço da Serra";-;-;-;-
"355000 São Luís do Paraitinga";-;-;-;-
"355010 São Manuel";-;-;-;7
"355020 São Miguel Arcanjo";-;-;-;-
"355030 São Paulo";786;373;346;1439
"355040 São Pedro";-;2;2;1
"355050 São Pedro do Turvo";-;-;-;-
"355060 São Roque";5;6;7;6
"355070 São Sebastião";2;4;4;22
"355080 São Sebastião da Grama";-;-;-;2
"355090 São Simão";-;-;-;2
"355100 São Vicente";9;15;12;40
"355110 Sarapuí";-;-;-;-
"355120 Sarutaiá";-;-;-;-
"355130 Sebastianópolis do Sul";-;-;-;-
"355140 Serra Azul";-;-;-;-
"355160 Serra Negra";-;-;-;5
"355150 Serrana";1;-;-;2
"355170 Sertãozinho";1;-;-;19
"355180 Sete Barras";1;3;2;-
"355190 Severínia";4;3;3;-
"355200 Silveiras";-;-;-;1
"355210 Socorro";-;-;-;2
"355220 Sorocaba";52;29;22;132
"355230 Sud Mennucci";-;-;-;-
"355240 Sumaré";20;17;17;26
"355255 Suzanápolis";-;-;-;-
"355250 Suzano";13;10;9;30
"355260 Tabapuã";-;-;-;-
"355270 Tabatinga";-;2;2;-
"355280 Taboão da Serra";4;28;25;12
"355290 Taciba";-;-;-;-
"355300 Taguaí";-;-;-;-
"355310 Taiaçu";-;-;-;2
"355320 Taiúva";-;-;-;3
"355330 Tambaú";-;4;3;2
"355340 Tanabi";-;-;-;9
"355350 Tapiraí";4;4;4;4
"355360 Tapiratiba";3;3;3;-
"355365 Taquaral";2;2;2;-
"355370 Taquaritinga";5;5;5;4
"355380 Taquarituba";-;3;3;-
"355385 Taquarivaí";-;-;-;3
"355390 Tarabai";-;2;1;-
"355395 Tarumã";4;5;1;1
"355400 Tatuí";7;3;3;5
"355410 Taubaté";16;17;17;27
"355420 Tejupá";-;-;-;-
"355430 Teodoro Sampaio";-;3;2;-
"355440 Terra Roxa";-;5;5;-
"355450 Tietê";1;2;2;1
"355460 Timburi";-;-;-;-
"355465 Torre de Pedra";-;-;-;-
"355470 Torrinha";-;-;-;-
"355475 Trabiju";-;-;-;-
"355480 Tremembé";-;-;-;2
"355490 Três Fronteiras";-;-;-;-
"355495 Tuiuti";-;-;-;-
"355500 Tupã";-;-;-;4
"355510 Tupi Paulista";-;3;4;-
"355520 Turiúba";-;-;-;-
"355530 Turmalina";-;-;-;-
"355535 Ubarana";-;-;-;-
"355540 Ubatuba";4;4;6;7
"355550 Ubirajara";-;-;-;-
"355560 Uchoa";-;-;-;6
"355570 União Paulista";-;-;-;-
"355580 Urânia";-;-;-;-
"355590 Uru";-;-;-;-
"355600 Urupês";2;-;-;-
"355610 Valentim Gentil";-;3;3;-
"355620 Valinhos";6;8;7;8
"355630 Valparaíso";-;-;-;3
"355635 Vargem";-;-;-;-
"355640 Vargem Grande do Sul";-;-;-;6
"355645 Vargem Grande Paulista";9;11;11;3
"355650 Várzea Paulista";8;9;8;2
"355660 Vera Cruz";-;-;-;-
"355670 Vinhedo";3;7;7;5
"355680 Viradouro";-;-;-;5
"355690 Vista Alegre do Alto";-;-;-;-
"355695 Vitória Brasil";-;-;-;-
"355700 Votorantim";4;4;5;11
"355710 Votuporanga";-;6;6;14
"355715 Zacarias";-;-;-;-
"350000 Município ignorado - SP";-;-;-;-
"410010 Abatiá";-;-;-;-
"410020 Adrianópolis";-;-;-;-
"410030 Agudos do Sul";-;3;3;-
"410040 Almirante Tamandaré";-;-;-;4
"410045 Altamira do Paraná";-;-;-;2
"412862 Alto Paraíso";-;-;-;-
"410060 Alto Paraná";-;-;-;1
"410070 Alto Piquiri";-;-;-;8
"410050 Altônia";-;-;-;-
"410080 Alvorada do Sul";-;-;-;-
"410090 Amaporã";-;-;-;-
"410100 Ampére";-;-;-;4
"410105 Anahy";-;-;-;-
"410110 Andirá";-;-;-;-
"410115 Ângulo";-;-;-;-
"410120 Antonina";-;4;4;-
"410130 Antônio Olinto";-;-;-;-
"410140 Apucarana";4;7;7;12
"410150 Arapongas";6;6;6;20
"410160 Arapoti";-;-;-;-
"410165 Arapuã";-;-;-;-
"410170 Araruna";-;-;-;2
"410180 Araucária";11;4;3;17
"410185 Ariranha do Ivaí";-;-;-;-
"410190 Assaí";-;-;-;1
"410200 Assis Chateaubriand";-;-;-;1
"410210 Astorga";2;1;-;4
"410220 Atalaia";-;-;-;1
"410230 Balsa Nova";-;-;-;1
"410240 Bandeirantes";-;-;-;1
"410250 Barbosa Ferraz";-;-;-;7
"410270 Barra do Jacaré";-;-;-;-
"410260 Barracão";-;-;-;-
"410275 Bela Vista da Caroba";-;-;-;-
"410280 Bela Vista do Paraíso";2;2;2;-
"410290 Bituruna";-;-;-;-
"410300 Boa Esperança";-;-;-;-
"410302 Boa Esperança do Iguaçu";-;-;-;-
"410304 Boa Ventura de São Roque";-;-;-;-
"410305 Boa Vista da Aparecida";-;1;-;-
"410310 Bocaiúva do Sul";-;-;-;2
"410315 Bom Jesus do Sul";-;-;-;3
"410320 Bom Sucesso";-;1;1;-
"410322 Bom Sucesso do Sul";-;-;-;-
"410330 Borrazópolis";-;-;-;-
"410335 Braganey";-;-;-;-
"410337 Brasilândia do Sul";-;-;-;-
"410340 Cafeara";-;-;-;-
"410345 Cafelândia";-;-;-;-
"410347 Cafezal do Sul";-;-;-;-
"410350 Califórnia";-;-;-;-
"410360 Cambará";-;-;-;-
"410370 Cambé";8;10;10;16
"410380 Cambira";-;-;-;4
"410390 Campina da Lagoa";-;-;-;-
"410395 Campina do Simão";-;-;-;-
"410400 Campina Grande do Sul";3;8;8;16
"410405 Campo Bonito";-;-;-;-
"410410 Campo do Tenente";-;-;-;3
"410420 Campo Largo";15;9;9;1
"410425 Campo Magro";-;-;-;-
"410430 Campo Mourão";2;3;1;17
"410440 Cândido de Abreu";-;-;-;3
"410442 Candói";-;-;-;-
"410445 Cantagalo";-;-;-;-
"410450 Capanema";-;-;-;-
"410460 Capitão Leônidas Marques";-;-;-;-
"410465 Carambeí";-;4;4;-
"410470 Carlópolis";-;-;-;2
"410480 Cascavel";15;41;40;44
"410490 Castro";-;-;-;14
"410500 Catanduvas";-;-;-;-
"410510 Centenário do Sul";-;-;-;3
"410520 Cerro Azul";-;-;-;1
"410530 Céu Azul";-;-;-;2
"410540 Chopinzinho";-;-;-;2
"410550 Cianorte";8;7;7;3
"410560 Cidade Gaúcha";-;-;-;-
"410570 Clevelândia";2;2;2;-
"410580 Colombo";-;6;6;21
"410590 Colorado";-;-;-;6
"410600 Congonhinhas";-;-;-;-
"410610 Conselheiro Mairinck";1;1;1;1
"410620 Contenda";-;-;-;-
"410630 Corbélia";-;-;-;1
"410640 Cornélio Procópio";3;-;-;6
"410645 Coronel Domingos Soares";-;-;-;2
"410650 Coronel Vivida";1;-;-;3
"410655 Corumbataí do Sul";-;-;-;-
"410680 Cruz Machado";2;3;4;-
"410657 Cruzeiro do Iguaçu";-;-;-;6
"410660 Cruzeiro do Oeste";-;-;-;-
"410670 Cruzeiro do Sul";-;-;-;2
"410685 Cruzmaltina";-;-;-;-
"410690 Curitiba";56;46;34;266
"410700 Curiúva";-;-;-;-
"410715 Diamante D'Oeste";-;-;-;-
"410710 Diamante do Norte";-;-;-;-
"410712 Diamante do Sul";-;-;-;1
"410720 Dois Vizinhos";6;6;7;4
"410725 Douradina";-;3;3;-
"410730 Doutor Camargo";-;3;3;1
"412863 Doutor Ulysses";-;-;-;-
"410740 Enéas Marques";3;4;3;-
"410750 Engenheiro Beltrão";-;-;-;2
"410753 Entre Rios do Oeste";1;2;2;-
"410752 Esperança Nova";-;-;-;-
"410754 Espigão Alto do Iguaçu";-;-;-;-
"410755 Farol";-;-;-;-
"410760 Faxinal";-;-;-;5
"410765 Fazenda Rio Grande";6;8;8;5
"410770 Fênix";-;-;-;-
"410773 Fernandes Pinheiro";-;-;-;-
"410775 Figueira";-;-;-;-
"410785 Flor da Serra do Sul";-;-;-;-
"410780 Floraí";-;-;-;-
"410790 Floresta";-;-;-;6
"410800 Florestópolis";-;-;-;-
"410810 Flórida";-;-;-;-
"410820 Formosa do Oeste";-;-;-;4
"410830 Foz do Iguaçu";19;20;21;45
"410845 Foz do Jordão";-;-;-;-
"410832 Francisco Alves";-;-;-;-
"410840 Francisco Beltrão";8;13;14;15
"410850 General Carneiro";-;-;-;6
"410855 Godoy Moreira";-;5;-;-
"410860 Goioerê";-;-;-;12
"410865 Goioxim";-;-;-;-
"410870 Grandes Rios";-;2;2;-
"410880 Guaíra";-;3;-;4
"410890 Guairaçá";-;-;-;-
"410895 Guamiranga";-;-;-;-
"410900 Guapirama";2;2;-;-
"410910 Guaporema";-;-;-;-
"410920 Guaraci";-;-;-;-
"410930 Guaraniaçu";-;-;-;-
"410940 Guarapuava";2;5;5;13
"410950 Guaraqueçaba";-;-;-;2
"410960 Guaratuba";-;-;-;4
"410965 Honório Serpa";-;-;-;-
"410970 Ibaiti";-;-;-;10
"410975 Ibema";-;-;-;1
"410980 Ibiporã";6;1;1;11
"410990 Icaraíma";-;-;-;1
"411000 Iguaraçu";-;-;-;-
"411005 Iguatu";-;-;-;-
"411007 Imbaú";-;-;-;-
"411010 Imbituva";-;-;-;5
"411020 Inácio Martins";-;-;-;1
"411030 Inajá";-;-;-;-
"411040 Indianópolis";-;-;-;-
"411050 Ipiranga";-;-;4;1
"411060 Iporã";2;1;2;1
"411065 Iracema do Oeste";-;-;-;-
"411070 Irati";-;4;4;7
"411080 Iretama";-;-;-;-
"411090 Itaguajé";-;-;-;-
"411095 Itaipulândia";-;-;-;1
"411100 Itambaracá";-;-;-;-
"411110 Itambé";-;-;-;-
"411120 Itapejara d'Oeste";-;-;-;-
"411125 Itaperuçu";2;1;2;5
"411130 Itaúna do Sul";-;-;-;-
"411140 Ivaí";-;-;-;-
"411150 Ivaiporã";1;1;1;2
"411155 Ivaté";-;-;-;2
"411160 Ivatuba";1;3;3;2
"411170 Jaboti";-;-;-;1
"411180 Jacarezinho";2;3;3;-
"411190 Jaguapitã";-;-;-;2
"411200 Jaguariaíva";-;-;-;3
"411210 Jandaia do Sul";-;-;-;8
"411220 Janiópolis";-;-;-;-
"411230 Japira";-;-;-;3
"411240 Japurá";-;-;-;1
"411250 Jardim Alegre";-;-;-;-
"411260 Jardim Olinda";-;-;3;-
"411270 Jataizinho";-;-;-;2
"411275 Jesuítas";-;-;-;-
"411280 Joaquim Távora";-;-;-;2
"411290 Jundiaí do Sul";-;-;-;-
"411295 Juranda";-;-;-;-
"411300 Jussara";-;-;-;-
"411310 Kaloré";-;2;2;-
"411320 Lapa";9;7;3;1
"411325 Laranjal";-;-;-;-
"411330 Laranjeiras do Sul";-;-;1;6
"411340 Leópolis";-;-;-;-
"411342 Lidianópolis";-;-;-;-
"411345 Lindoeste";-;-;-;-
"411350 Loanda";-;-;-;4
"411360 Lobato";-;-;-;-
"411370 Londrina";41;30;24;78
"411373 Luiziana";-;-;-;-
"411375 Lunardelli";-;-;-;-
"411380 Lupionópolis";-;-;-;-
"411390 Mallet";-;-;-;-
"411400 Mamborê";-;-;-;-
"411410 Mandaguaçu";-;-;-;1
"411420 Mandaguari";3;3;3;-
"411430 Mandirituba";1;1;-;5
"411435 Manfrinópolis";-;-;-;-
"411440 Mangueirinha";3;3;3;-
"411450 Manoel Ribas";-;-;-;1
"411460 Marechal Cândido Rondon";-;-;-;7
"411470 Maria Helena";-;-;-;-
"411480 Marialva";2;2;3;1
"411490 Marilândia do Sul";-;-;-;-
"411500 Marilena";-;-;-;1
"411510 Mariluz";-;-;-;3
"411520 Maringá";43;23;19;176
"411530 Mariópolis";-;-;-;-
"411535 Maripá";2;2;2;2
"411540 Marmeleiro";-;-;-;3
"411545 Marquinho";-;-;-;-
"411550 Marumbi";3;-;-;-
"411560 Matelândia";-;-;-;2
"411570 Matinhos";3;10;10;4
"411573 Mato Rico";-;-;-;-
"411575 Mauá da Serra";-;5;5;-
"411580 Medianeira";-;-;-;15
"411585 Mercedes";-;-;-;-
"411590 Mirador";-;-;-;-
"411600 Miraselva";-;-;-;-
"411605 Missal";-;-;-;1
"411610 Moreira Sales";-;-;-;5
"411620 Morretes";-;-;-;-
"411630 Munhoz de Melo";-;-;-;-
"411640 Nossa Senhora das Graças";-;-;-;-
"411650 Nova Aliança do Ivaí";-;-;-;-
"411660 Nova América da Colina";-;-;-;-
"411670 Nova Aurora";1;-;-;-
"411680 Nova Cantu";-;-;-;-
"411690 Nova Esperança";-;-;-;-
"411695 Nova Esperança do Sudoeste";-;-;-;6
"411700 Nova Fátima";-;-;-;2
"411705 Nova Laranjeiras";-;-;-;-
"411710 Nova Londrina";-;-;-;8
"411720 Nova Olímpia";-;-;-;-
"411725 Nova Prata do Iguaçu";-;3;3;3
"411721 Nova Santa Bárbara";-;-;-;-
"411722 Nova Santa Rosa";-;-;-;1
"411727 Nova Tebas";-;-;-;-
"411729 Novo Itacolomi";-;-;-;-
"411730 Ortigueira";2;1;1;3
"411740 Ourizona";-;-;-;-
"411745 Ouro Verde do Oeste";-;-;-;8
"411750 Paiçandu";-;-;-;6
"411760 Palmas";-;-;-;-
"411770 Palmeira";7;5;5;-
"411780 Palmital";-;-;-;-
"411790 Palotina";4;4;4;9
"411800 Paraíso do Norte";-;-;-;-
"411810 Paranacity";1;2;2;-
"411820 Paranaguá";2;-;-;18
"411830 Paranapoema";-;-;-;-
"411840 Paranavaí";1;2;2;4
"411845 Pato Bragado";-;-;-;-
"411850 Pato Branco";5;6;7;21
"411860 Paula Freitas";-;-;-;-
"411870 Paulo Frontin";-;-;-;-
"411880 Peabiru";-;-;-;-
"411885 Perobal";-;-;-;3
"411890 Pérola";-;-;-;-
"411900 Pérola d'Oeste";-;-;-;3
"411910 Piên";3;3;3;-
"411915 Pinhais";-;-;6;28
"411925 Pinhal de São Bento";1;-;2;-
"411920 Pinhalão";-;-;-;-
"411930 Pinhão";-;-;-;1
"411940 Piraí do Sul";-;-;-;2
"411950 Piraquara";2;2;2;-
"411960 Pitanga";-;-;-;1
"411965 Pitangueiras";-;-;-;-
"411970 Planaltina do Paraná";-;-;-;-
"411980 Planalto";-;-;-;2
"411990 Ponta Grossa";10;20;20;22
"411995 Pontal do Paraná";-;-;-;3
"412000 Porecatu";-;-;-;4
"412010 Porto Amazonas";-;1;-;-
"412015 Porto Barreiro";-;-;-;-
"412020 Porto Rico";-;-;-;-
"412030 Porto Vitória";-;-;-;-
"412033 Prado Ferreira";-;-;-;-
"412035 Pranchita";1;1;1;-
"412040 Presidente Castelo Branco";-;-;-;-
"412050 Primeiro de Maio";-;-;-;-
"412060 Prudentópolis";-;-;-;-
"412065 Quarto Centenário";-;-;-;-
"412070 Quatiguá";-;-;-;-
"412080 Quatro Barras";-;-;-;-
"412085 Quatro Pontes";-;-;-;-
"412090 Quedas do Iguaçu";1;1;1;1
"412100 Querência do Norte";-;-;-;1
"412110 Quinta do Sol";-;-;-;-
"412120 Quitandinha";-;-;-;-
