"Município";"Equipamentos Existentes";"Equipamentos em Uso";"Estab c/ Equip SUS"
"430466 Capão do Leão";-;-;-
"430468 Capela de Santana";-;-;-
"430469 Capitão";-;-;-
"430467 Capivari do Sul";-;-;-
"430471 Caraá";-;-;-
"430470 Carazinho";10;10;2
"430480 Carlos Barbosa";2;2;1
"430485 Carlos Gomes";-;-;-
"430490 Casca";2;2;1
"430495 Caseiros";-;-;-
"430500 Catuípe";-;-;-
"430510 Caxias do Sul";267;256;9
"430511 Centenário";-;-;-
"430512 Cerrito";-;-;-
"430513 Cerro Branco";-;-;-
"430515 Cerro Grande";-;-;-
"430517 Cerro Grande do Sul";-;-;-
"430520 Cerro Largo";2;2;2
"430530 Chapada";1;1;1
"430535 Charqueadas";2;2;1
"430537 Charrua";-;-;-
"430540 Chiapetta";-;-;-
"430543 Chuí";-;-;-
"430544 Chuvisca";-;-;-
"430545 Cidreira";1;1;1
"430550 Ciríaco";-;-;-
"430558 Colinas";-;-;-
"430560 Colorado";-;-;-
"430570 Condor";1;1;1
"430580 Constantina";2;2;1
"430583 Coqueiro Baixo";-;-;-
"430585 Coqueiros do Sul";-;-;-
"430587 Coronel Barros";-;-;-
"430590 Coronel Bicaco";1;1;1
"430593 Coronel Pilar";-;-;-
"430595 Cotiporã";-;-;-
"430597 Coxilha";-;-;-
"430600 Crissiumal";1;1;1
"430605 Cristal";1;1;1
"430607 Cristal do Sul";-;-;-
"430610 Cruz Alta";15;15;2
"430613 Cruzaltense";-;-;-
"430620 Cruzeiro do Sul";-;-;-
"430630 David Canabarro";1;1;1
"430632 Derrubadas";-;-;-
"430635 Dezesseis de Novembro";-;-;-
"430637 Dilermando de Aguiar";-;-;-
"430640 Dois Irmãos";3;3;2
"430642 Dois Irmãos das Missões";-;-;-
"430645 Dois Lajeados";-;-;-
"430650 Dom Feliciano";3;3;3
"430660 Dom Pedrito";3;3;1
"430655 Dom Pedro de Alcântara";-;-;-
"430670 Dona Francisca";-;-;-
"430673 Doutor Maurício Cardoso";-;-;-
"430675 Doutor Ricardo";-;-;-
"430676 Eldorado do Sul";2;2;2
"430680 Encantado";5;5;1
"430690 Encruzilhada do Sul";-;-;-
"430692 Engenho Velho";-;-;-
"430695 Entre Rios do Sul";-;-;-
"430693 Entre-Ijuís";-;-;-
"430697 Erebango";-;-;-
"430700 Erechim";30;30;1
"430705 Ernestina";-;-;-
"430720 Erval Grande";-;-;-
"430730 Erval Seco";-;-;-
"430740 Esmeralda";-;-;-
"430745 Esperança do Sul";-;-;-
"430750 Espumoso";3;3;1
"430755 Estação";-;-;-
"430760 Estância Velha";2;2;1
"430770 Esteio";14;14;1
"430780 Estrela";37;37;2
"430781 Estrela Velha";-;-;-
"430783 Eugênio de Castro";-;-;-
"430786 Fagundes Varela";-;-;-
"430790 Farroupilha";13;13;1
"430800 Faxinal do Soturno";8;8;1
"430805 Faxinalzinho";-;-;-
"430807 Fazenda Vilanova";-;-;-
"430810 Feliz";2;2;1
"430820 Flores da Cunha";4;4;1
"430825 Floriano Peixoto";-;-;-
"430830 Fontoura Xavier";2;2;1
"430840 Formigueiro";-;-;-
"430843 Forquetinha";-;-;-
"430845 Fortaleza dos Valos";-;-;-
"430850 Frederico Westphalen";2;2;1
"430860 Garibaldi";2;2;1
"430865 Garruchos";-;-;-
"430870 Gaurama";-;-;-
"430880 General Câmara";-;-;-
"430885 Gentil";-;-;-
"430890 Getúlio Vargas";7;3;1
"430900 Giruá";2;2;1
"430905 Glorinha";1;1;1
"430910 Gramado";26;21;4
"430912 Gramado dos Loureiros";-;-;-
"430915 Gramado Xavier";-;-;-
"430920 Gravataí";34;27;4
"430925 Guabiju";-;-;-
"430930 Guaíba";2;2;1
"430940 Guaporé";3;3;1
"430950 Guarani das Missões";2;2;1
"430955 Harmonia";-;-;-
"430710 Herval";1;1;1
"430957 Herveiras";-;-;-
"430960 Horizontina";2;2;1
"430965 Hulha Negra";-;-;-
"430970 Humaitá";1;1;1
"430975 Ibarama";-;-;-
"430980 Ibiaçá";1;1;1
"430990 Ibiraiaras";-;-;-
"430995 Ibirapuitã";-;-;-
"431000 Ibirubá";2;2;1
"431010 Igrejinha";4;4;2
"431020 Ijuí";54;53;5
"431030 Ilópolis";-;-;-
"431033 Imbé";-;-;-
"431036 Imigrante";-;-;-
"431040 Independência";1;1;1
"431041 Inhacorá";-;-;-
"431043 Ipê";-;-;-
"431046 Ipiranga do Sul";-;-;-
"431050 Iraí";1;1;1
"431053 Itaara";-;-;-
"431055 Itacurubi";-;-;-
"431057 Itapuca";-;-;-
"431060 Itaqui";3;2;2
"431065 Itati";-;-;-
"431070 Itatiba do Sul";1;1;1
"431075 Ivorá";1;1;1
"431080 Ivoti";2;2;2
"431085 Jaboticaba";-;-;-
"431087 Jacuizinho";-;-;-
"431090 Jacutinga";1;1;1
"431100 Jaguarão";-;-;-
"431110 Jaguari";2;2;2
"431112 Jaquirana";1;1;1
"431113 Jari";-;-;-
"431115 Jóia";-;-;-
"431120 Júlio de Castilhos";1;1;1
"431123 Lagoa Bonita do Sul";-;-;-
"431127 Lagoa dos Três Cantos";-;-;-
"431130 Lagoa Vermelha";5;4;2
"431125 Lagoão";1;-;-
"431140 Lajeado";29;28;3
"431142 Lajeado do Bugre";-;-;-
"431150 Lavras do Sul";2;2;1
"431160 Liberato Salzano";1;1;-
"431162 Lindolfo Collor";-;-;-
"431164 Linha Nova";-;-;-
"431171 Maçambará";-;-;-
"431170 Machadinho";1;1;1
"431173 Mampituba";-;-;-
"431175 Manoel Viana";-;-;-
"431177 Maquiné";-;-;-
"431179 Maratá";1;1;1
"431180 Marau";8;8;2
"431190 Marcelino Ramos";2;2;1
"431198 Mariana Pimentel";-;-;-
"431200 Mariano Moro";-;-;-
"431205 Marques de Souza";2;2;1
"431210 Mata";-;-;-
"431213 Mato Castelhano";-;-;-
"431215 Mato Leitão";-;-;-
"431217 Mato Queimado";-;-;-
"431220 Maximiliano de Almeida";1;1;1
"431225 Minas do Leão";-;-;-
"431230 Miraguaí";-;-;-
"431235 Montauri";-;-;-
"431237 Monte Alegre dos Campos";-;-;-
"431238 Monte Belo do Sul";-;-;-
"431240 Montenegro";30;30;1
"431242 Mormaço";-;-;-
"431244 Morrinhos do Sul";-;-;-
"431245 Morro Redondo";2;2;1
"431247 Morro Reuter";4;4;2
"431250 Mostardas";1;1;1
"431260 Muçum";1;1;1
"431261 Muitos Capões";-;-;-
"431262 Muliterno";-;-;-
"431265 Não-Me-Toque";2;2;1
"431267 Nicolau Vergueiro";-;-;-
"431270 Nonoai";2;-;1
"431275 Nova Alvorada";1;-;1
"431280 Nova Araçá";-;-;-
"431290 Nova Bassano";1;1;1
"431295 Nova Boa Vista";-;-;-
"431300 Nova Bréscia";-;-;-
"431301 Nova Candelária";-;-;-
"431303 Nova Esperança do Sul";-;-;-
"431306 Nova Hartz";-;-;-
"431308 Nova Pádua";-;-;-
"431310 Nova Palma";1;1;1
"431320 Nova Petrópolis";3;3;1
"431330 Nova Prata";5;5;2
"431333 Nova Ramada";-;-;-
"431335 Nova Roma do Sul";-;-;-
"431337 Nova Santa Rita";-;-;-
"431349 Novo Barreiro";-;-;-
"431339 Novo Cabrais";-;-;-
"431340 Novo Hamburgo";106;100;5
"431342 Novo Machado";-;-;-
"431344 Novo Tiradentes";-;-;-
"431346 Novo Xingu";-;-;-
"431350 Osório";8;8;3
"431360 Paim Filho";1;1;1
"431365 Palmares do Sul";-;-;-
"431370 Palmeira das Missões";5;5;1
"431380 Palmitinho";-;-;-
"431390 Panambi";2;-;1
"431395 Pantano Grande";-;-;-
"431400 Paraí";2;2;1
"431402 Paraíso do Sul";-;-;-
"431403 Pareci Novo";-;-;-
"431405 Parobé";6;6;1
"431406 Passa Sete";-;-;-
"431407 Passo do Sobrado";-;-;-
"431410 Passo Fundo";174;174;5
"431413 Paulo Bento";-;-;-
"431415 Paverama";-;-;-
"431417 Pedras Altas";-;-;-
"431420 Pedro Osório";1;1;1
"431430 Pejuçara";2;2;1
"431440 Pelotas";151;149;7
"431442 Picada Café";1;1;1
"431445 Pinhal";-;-;-
"431446 Pinhal da Serra";-;-;-
"431447 Pinhal Grande";-;-;-
"431449 Pinheirinho do Vale";-;-;-
"431450 Pinheiro Machado";1;1;1
"431454 Pinto Bandeira";-;-;-
"431455 Pirapó";-;-;-
"431460 Piratini";2;2;1
"431470 Planalto";3;3;1
"431475 Poço das Antas";-;-;-
"431477 Pontão";-;-;-
"431478 Ponte Preta";-;-;-
"431480 Portão";3;3;1
"431490 Porto Alegre";1211;1057;22
"431500 Porto Lucena";1;1;1
"431505 Porto Mauá";-;-;-
"431507 Porto Vera Cruz";-;-;-
"431510 Porto Xavier";1;1;1
"431513 Pouso Novo";-;-;-
"431514 Presidente Lucena";1;1;1
"431515 Progresso";6;6;1
"431517 Protásio Alves";-;-;-
"431520 Putinga";-;-;-
"431530 Quaraí";4;4;1
"431531 Quatro Irmãos";-;-;-
"431532 Quevedos";-;-;-
"431535 Quinze de Novembro";1;1;1
"431540 Redentora";-;-;-
"431545 Relvado";-;-;-
"431550 Restinga Seca";2;2;2
"431555 Rio dos Índios";-;-;-
"431560 Rio Grande";36;35;3
"431570 Rio Pardo";3;3;3
"431575 Riozinho";-;-;-
"431580 Roca Sales";1;1;1
"431590 Rodeio Bonito";1;1;1
"431595 Rolador";-;-;-
"431600 Rolante";2;2;2
"431610 Ronda Alta";3;3;2
"431620 Rondinha";-;-;-
"431630 Roque Gonzales";2;2;1
"431640 Rosário do Sul";8;8;1
"431642 Sagrada Família";-;-;-
"431643 Saldanha Marinho";-;-;-
"431645 Salto do Jacuí";-;-;-
"431647 Salvador das Missões";-;-;-
"431650 Salvador do Sul";1;1;1
"431660 Sananduva";1;1;1
"431710 Sant'Ana do Livramento";24;23;1
"431670 Santa Bárbara do Sul";-;-;-
"431673 Santa Cecília do Sul";-;-;-
"431675 Santa Clara do Sul";-;-;-
"431680 Santa Cruz do Sul";23;23;6
"431697 Santa Margarida do Sul";-;-;-
"431690 Santa Maria";119;119;7
"431695 Santa Maria do Herval";-;-;-
"431720 Santa Rosa";26;26;3
"431725 Santa Tereza";-;-;-
"431730 Santa Vitória do Palmar";5;5;1
"431700 Santana da Boa Vista";1;1;1
"431740 Santiago";12;12;1
"431750 Santo Ângelo";37;37;3
"431760 Santo Antônio da Patrulha";4;4;1
"431770 Santo Antônio das Missões";-;-;-
"431755 Santo Antônio do Palma";1;1;1
"431775 Santo Antônio do Planalto";-;-;-
"431780 Santo Augusto";4;4;1
"431790 Santo Cristo";4;4;1
"431795 Santo Expedito do Sul";-;-;-
"431800 São Borja";15;14;3
"431805 São Domingos do Sul";-;-;-
"431810 São Francisco de Assis";1;1;1
"431820 São Francisco de Paula";1;1;1
"431830 São Gabriel";7;7;1
"431840 São Jerônimo";5;5;1
"431842 São João da Urtiga";-;-;-
"431843 São João do Polêsine";-;-;-
"431844 São Jorge";-;-;-
"431845 São José das Missões";-;-;-
"431846 São José do Herval";-;-;-
"431848 São José do Hortêncio";-;-;-
"431849 São José do Inhacorá";1;-;1
"431850 São José do Norte";4;4;1
"431860 São José do Ouro";2;2;1
"431861 São José do Sul";-;-;-
"431862 São José dos Ausentes";-;-;-
"431870 São Leopoldo";24;21;5
"431880 São Lourenço do Sul";5;5;3
"431890 São Luiz Gonzaga";2;2;1
"431900 São Marcos";5;5;1
"431910 São Martinho";2;2;1
"431912 São Martinho da Serra";-;-;-
"431915 São Miguel das Missões";2;2;1
"431920 São Nicolau";1;1;1
"431930 São Paulo das Missões";4;4;1
"431935 São Pedro da Serra";-;-;-
"431936 São Pedro das Missões";-;-;-
"431937 São Pedro do Butiá";-;-;-
"431940 São Pedro do Sul";6;6;5
"431950 São Sebastião do Caí";2;2;1
"431960 São Sepé";2;2;1
"431970 São Valentim";-;-;-
"431971 São Valentim do Sul";-;-;-
"431973 São Valério do Sul";-;-;-
"431975 São Vendelino";-;-;-
"431980 São Vicente do Sul";1;1;1
"431990 Sapiranga";12;12;2
"432000 Sapucaia do Sul";31;20;3
"432010 Sarandi";3;3;1
"432020 Seberi";2;2;1
"432023 Sede Nova";-;-;-
"432026 Segredo";-;-;-
"432030 Selbach";-;-;-
"432032 Senador Salgado Filho";-;-;-
"432035 Sentinela do Sul";1;1;1
"432040 Serafina Corrêa";2;2;1
"432045 Sério";-;-;-
"432050 Sertão";-;-;-
"432055 Sertão Santana";-;-;-
"432057 Sete de Setembro";-;-;-
"432060 Severiano de Almeida";1;1;1
"432065 Silveira Martins";1;-;-
"432067 Sinimbu";-;-;-
"432070 Sobradinho";2;2;1
"432080 Soledade";2;2;1
"432085 Tabaí";-;-;-
"432090 Tapejara";-;-;-
"432100 Tapera";1;1;1
"432110 Tapes";1;1;1
"432120 Taquara";12;12;1
"432130 Taquari";2;2;1
"432132 Taquaruçu do Sul";-;-;-
"432135 Tavares";-;-;-
"432140 Tenente Portela";15;15;1
"432143 Terra de Areia";1;1;1
"432145 Teutônia";3;3;1
"432146 Tio Hugo";-;-;-
"432147 Tiradentes do Sul";-;-;-
"432149 Toropi";-;-;-
"432150 Torres";10;10;2
"432160 Tramandaí";37;37;2
"432162 Travesseiro";-;-;-
"432163 Três Arroios";-;-;-
"432166 Três Cachoeiras";-;-;-
"432170 Três Coroas";1;1;1
"432180 Três de Maio";10;10;1
"432183 Três Forquilhas";-;-;-
"432185 Três Palmeiras";-;-;-
"432190 Três Passos";11;11;2
"432195 Trindade do Sul";-;-;-
"432200 Triunfo";4;4;1
"432210 Tucunduva";2;2;1
"432215 Tunas";-;-;-
"432218 Tupanci do Sul";-;-;-
"432220 Tupanciretã";3;1;1
"432225 Tupandi";-;-;-
"432230 Tuparendi";4;4;1
"432232 Turuçu";-;-;-
"432234 Ubiretama";-;-;-
"432235 União da Serra";-;-;-
"432237 Unistalda";-;-;-
"432240 Uruguaiana";40;40;2
"432250 Vacaria";16;16;2
"432253 Vale do Sol";2;1;1
"432254 Vale Real";-;-;-
"432252 Vale Verde";-;-;-
"432255 Vanini";-;-;-
"432260 Venâncio Aires";25;25;4
"432270 Vera Cruz";3;3;2
"432280 Veranópolis";3;3;1
"432285 Vespasiano Correa";-;-;-
"432290 Viadutos";-;-;-
"432300 Viamão";19;19;2
"432310 Vicente Dutra";-;-;-
"432320 Victor Graeff";-;-;-
"432330 Vila Flores";-;-;-
"432335 Vila Lângaro";-;-;-
"432340 Vila Maria";-;-;-
"432345 Vila Nova do Sul";-;-;-
"432350 Vista Alegre";1;1;1
"432360 Vista Alegre do Prata";-;-;-
"432370 Vista Gaúcha";-;-;-
"432375 Vitória das Missões";-;-;-
"432377 Westfalia";-;-;-
"432380 Xangri-lá";-;-;-
"430000 Município ignorado - RS";-;-;-
"500020 Água Clara";2;1;1
"500025 Alcinópolis";-;-;-
"500060 Amambai";3;3;1
"500070 Anastácio";1;1;1
"500080 Anaurilândia";2;2;2
"500085 Angélica";-;-;-
"500090 Antônio João";-;-;-
"500100 Aparecida do Taboado";-;-;-
"500110 Aquidauana";11;9;2
"500124 Aral Moreira";-;-;-
"500150 Bandeirantes";-;-;-
"500190 Bataguassu";2;2;1
"500200 Batayporã";-;-;-
"500210 Bela Vista";1;-;1
"500215 Bodoquena";2;2;1
"500220 Bonito";1;1;1
"500230 Brasilândia";-;-;-
"500240 Caarapó";2;2;1
"500260 Camapuã";-;-;-
"500270 Campo Grande";583;555;10
"500280 Caracol";-;-;-
"500290 Cassilândia";3;3;1
"500295 Chapadão do Sul";5;5;1
"500310 Corguinho";-;-;-
"500315 Coronel Sapucaia";-;-;-
"500320 Corumbá";22;22;2
"500325 Costa Rica";5;4;1
"500330 Coxim";6;6;1
"500345 Deodápolis";-;-;-
"500348 Dois Irmãos do Buriti";2;1;1
"500350 Douradina";-;-;-
"500370 Dourados";122;122;8
"500375 Eldorado";3;3;-
"500380 Fátima do Sul";3;3;1
"500390 Figueirão";2;2;1
"500400 Glória de Dourados";-;-;-
"500410 Guia Lopes da Laguna";-;-;-
"500430 Iguatemi";1;1;1
"500440 Inocência";-;-;-
"500450 Itaporã";-;-;-
"500460 Itaquiraí";1;1;1
"500470 Ivinhema";3;3;1
"500480 Japorã";-;-;-
"500490 Jaraguari";-;-;-
"500500 Jardim";1;1;1
"500510 Jateí";-;-;-
"500515 Juti";1;1;1
"500520 Ladário";1;1;-
"500525 Laguna Carapã";1;1;1
"500540 Maracaju";5;5;2
"500560 Miranda";-;-;-
"500568 Mundo Novo";-;-;-
"500570 Naviraí";7;4;2
"500580 Nioaque";-;-;-
"500600 Nova Alvorada do Sul";6;6;2
"500620 Nova Andradina";19;17;2
"500625 Novo Horizonte do Sul";-;-;-
"500627 Paraíso das Águas";-;-;-
"500630 Paranaíba";8;8;2
"500635 Paranhos";-;-;-
"500640 Pedro Gomes";1;1;1
"500660 Ponta Porã";11;11;1
"500690 Porto Murtinho";1;1;1
"500710 Ribas do Rio Pardo";1;1;1
"500720 Rio Brilhante";1;1;1
"500730 Rio Negro";2;2;1
"500740 Rio Verde de Mato Grosso";-;-;-
"500750 Rochedo";-;-;-
"500755 Santa Rita do Pardo";1;-;1
"500769 São Gabriel do Oeste";-;-;-
"500780 Selvíria";-;-;-
"500770 Sete Quedas";-;-;-
"500790 Sidrolândia";4;3;2
"500793 Sonora";2;2;1
"500795 Tacuru";2;2;1
"500797 Taquarussu";1;1;1
"500800 Terenos";-;-;-
"500830 Três Lagoas";45;45;3
"500840 Vicentina";-;-;-
"500000 Município ignorado - MS";-;-;-
"510010 Acorizal";-;-;-
"510020 Água Boa";4;4;1
"510025 Alta Floresta";15;9;2
"510030 Alto Araguaia";5;5;1
"510035 Alto Boa Vista";-;-;-
"510040 Alto Garças";1;1;1
"510050 Alto Paraguai";-;-;-
"510060 Alto Taquari";3;3;1
"510080 Apiacás";-;-;-
"510100 Araguaiana";-;-;-
"510120 Araguainha";-;-;-
"510125 Araputanga";2;2;1
"510130 Arenápolis";1;-;1
"510140 Aripuanã";-;-;-
"510160 Barão de Melgaço";-;-;-
"510170 Barra do Bugres";4;4;1
"510180 Barra do Garças";14;14;3
"510185 Bom Jesus do Araguaia";-;-;-
"510190 Brasnorte";2;2;1
"510250 Cáceres";94;94;4
"510260 Campinápolis";-;-;-
"510263 Campo Novo do Parecis";7;7;1
"510267 Campo Verde";5;5;2
"510268 Campos de Júlio";1;1;1
"510269 Canabrava do Norte";-;-;-
"510270 Canarana";1;1;1
"510279 Carlinda";1;1;1
"510285 Castanheira";-;-;-
"510300 Chapada dos Guimarães";7;7;2
"510305 Cláudia";-;-;-
"510310 Cocalinho";-;-;-
"510320 Colíder";18;18;1
"510325 Colniza";2;1;-
"510330 Comodoro";-;-;-
"510335 Confresa";1;1;1
"510336 Conquista D'Oeste";-;-;-
"510337 Cotriguaçu";1;1;1
"510340 Cuiabá";724;670;31
"510343 Curvelândia";-;-;-
"510345 Denise";1;1;1
"510350 Diamantino";3;3;1
"510360 Dom Aquino";-;-;-
"510370 Feliz Natal";-;-;-
"510380 Figueirópolis D'Oeste";-;-;-
"510385 Gaúcha do Norte";-;-;-
"510390 General Carneiro";1;1;1
"510395 Glória D'Oeste";-;-;-
"510410 Guarantã do Norte";9;9;1
"510420 Guiratinga";1;1;1
"510450 Indiavaí";-;-;-
"510452 Ipiranga do Norte";1;1;1
"510454 Itanhangá";-;-;-
"510455 Itaúba";-;-;-
"510460 Itiquira";-;-;-
"510480 Jaciara";5;5;1
"510490 Jangada";2;2;1
"510500 Jauru";1;1;1
"510510 Juara";5;5;2
"510515 Juína";19;17;5
"510517 Juruena";2;1;1
"510520 Juscimeira";3;3;-
"510523 Lambari D'Oeste";-;-;-
"510525 Lucas do Rio Verde";31;31;2
"510530 Luciara";1;-;1
"510558 Marcelândia";3;3;1
"510560 Matupá";3;3;1
"510562 Mirassol d'Oeste";2;2;1
"510590 Nobres";1;1;1
"510600 Nortelândia";-;-;-
"510610 Nossa Senhora do Livramento";-;-;-
"510615 Nova Bandeirantes";-;-;-
"510620 Nova Brasilândia";-;-;-
"510621 Nova Canaã do Norte";-;-;-
"510880 Nova Guarita";-;-;-
"510618 Nova Lacerda";-;-;-
"510885 Nova Marilândia";1;1;1
"510890 Nova Maringá";-;-;-
"510895 Nova Monte Verde";-;-;-
"510622 Nova Mutum";2;2;2
"510617 Nova Nazaré";-;-;-
"510623 Nova Olímpia";2;2;2
"510619 Nova Santa Helena";-;-;-
"510624 Nova Ubiratã";1;1;1
"510625 Nova Xavantina";1;1;1
"510627 Novo Horizonte do Norte";1;1;1
"510626 Novo Mundo";-;-;-
"510631 Novo Santo Antônio";-;-;-
"510628 Novo São Joaquim";-;-;-
"510629 Paranaíta";-;-;-
"510630 Paranatinga";2;1;2
"510637 Pedra Preta";2;2;1
"510642 Peixoto de Azevedo";3;2;1
"510645 Planalto da Serra";-;-;-
"510650 Poconé";2;2;1
"510665 Pontal do Araguaia";-;-;-
"510670 Ponte Branca";-;-;-
"510675 Pontes e Lacerda";3;3;1
"510677 Porto Alegre do Norte";-;-;-
"510680 Porto dos Gaúchos";-;-;-
"510682 Porto Esperidião";-;-;-
"510685 Porto Estrela";-;-;-
"510700 Poxoréo";6;6;2
"510704 Primavera do Leste";25;24;4
"510706 Querência";-;-;-
"510715 Reserva do Cabaçal";-;-;-
"510718 Ribeirão Cascalheira";1;1;-
"510719 Ribeirãozinho";-;-;-
"510720 Rio Branco";-;-;-
"510757 Rondolândia";-;-;-
"510760 Rondonópolis";92;86;9
"510770 Rosário Oeste";-;-;-
"510775 Salto do Céu";-;-;-
"510724 Santa Carmem";-;-;-
"510774 Santa Cruz do Xingu";-;-;-
"510776 Santa Rita do Trivelato";-;-;-
"510777 Santa Terezinha";1;1;1
"510726 Santo Afonso";-;-;-
"510779 Santo Antônio do Leste";-;-;-
"510780 Santo Antônio do Leverger";-;-;-
"510785 São Félix do Araguaia";-;-;-
"510729 São José do Povo";-;-;-
"510730 São José do Rio Claro";1;1;1
"510735 São José do Xingu";-;-;-
"510710 São José dos Quatro Marcos";-;-;-
"510740 São Pedro da Cipa";-;-;-
"510787 Sapezal";10;10;2
"510788 Serra Nova Dourada";-;-;-
"510790 Sinop";51;51;5
"510792 Sorriso";38;38;6
"510794 Tabaporã";-;-;-
"510795 Tangará da Serra";75;71;7
"510800 Tapurah";-;-;-
"510805 Terra Nova do Norte";1;1;1
"510810 Tesouro";-;-;-
"510820 Torixoréu";-;-;-
"510830 União do Sul";-;-;-
"510835 Vale de São Domingos";-;-;-
"510840 Várzea Grande";73;66;7
"510850 Vera";-;-;-
"510550 Vila Bela da Santíssima Trindade";2;2;1
"510860 Vila Rica";1;1;1
"510000 Município ignorado - MT";-;-;-
"520005 Abadia de Goiás";-;-;-
"520010 Abadiânia";-;-;-
"520013 Acreúna";4;4;2
"520015 Adelândia";-;-;-
"520017 Água Fria de Goiás";-;-;-
"520020 Água Limpa";-;-;-
"520025 Águas Lindas de Goiás";4;4;3
"520030 Alexânia";3;3;2
"520050 Aloândia";-;-;-
"520055 Alto Horizonte";-;-;-
"520060 Alto Paraíso de Goiás";-;-;-
"520080 Alvorada do Norte";-;-;-
"520082 Amaralina";-;-;-
"520085 Americano do Brasil";-;-;-
"520090 Amorinópolis";-;-;-
"520110 Anápolis";112;111;14
"520120 Anhanguera";-;-;-
"520130 Anicuns";1;1;1
"520140 Aparecida de Goiânia";129;129;14
"520145 Aparecida do Rio Doce";1;1;1
"520150 Aporé";-;-;-
"520160 Araçu";1;1;1
"520170 Aragarças";2;2;2
"520180 Aragoiânia";-;-;-
"520215 Araguapaz";1;-;1
"520235 Arenópolis";1;1;1
"520250 Aruanã";-;-;-
"520260 Aurilândia";-;-;-
"520280 Avelinópolis";-;-;-
"520310 Baliza";-;-;-
"520320 Barro Alto";1;1;-
"520330 Bela Vista de Goiás";2;2;1
"520340 Bom Jardim de Goiás";-;-;-
"520350 Bom Jesus de Goiás";5;5;1
"520355 Bonfinópolis";-;-;-
"520357 Bonópolis";-;-;-
"520360 Brazabrantes";-;-;-
"520380 Britânia";-;-;-
"520390 Buriti Alegre";2;2;1
"520393 Buriti de Goiás";-;-;-
"520396 Buritinópolis";-;-;-
"520400 Cabeceiras";-;-;-
"520410 Cachoeira Alta";1;1;1
"520420 Cachoeira de Goiás";-;-;-
"520425 Cachoeira Dourada";1;1;1
"520430 Caçu";2;2;1
"520440 Caiapônia";1;1;1
"520450 Caldas Novas";26;26;6
"520455 Caldazinha";-;-;-
"520460 Campestre de Goiás";-;-;-
"520465 Campinaçu";-;-;-
"520470 Campinorte";-;-;-
"520480 Campo Alegre de Goiás";1;1;1
"520485 Campo Limpo de Goiás";-;-;-
"520490 Campos Belos";4;4;2
"520495 Campos Verdes";-;-;-
"520500 Carmo do Rio Verde";-;-;-
"520505 Castelândia";-;-;-
"520510 Catalão";38;38;6
"520520 Caturaí";-;-;-
"520530 Cavalcante";-;-;-
"520540 Ceres";37;37;7
"520545 Cezarina";-;-;-
"520547 Chapadão do Céu";1;1;1
"520549 Cidade Ocidental";2;2;1
"520551 Cocalzinho de Goiás";2;2;1
"520552 Colinas do Sul";-;-;-
"520570 Córrego do Ouro";1;1;1
"520580 Corumbá de Goiás";1;1;1
"520590 Corumbaíba";1;1;1
"520620 Cristalina";3;3;1
"520630 Cristianópolis";-;-;-
"520640 Crixás";-;-;-
"520650 Cromínia";1;1;1
"520660 Cumari";-;-;-
"520670 Damianópolis";-;-;-
"520680 Damolândia";-;-;-
"520690 Davinópolis";-;-;-
"520710 Diorama";1;1;1
"520830 Divinópolis de Goiás";1;-;1
"520725 Doverlândia";-;-;-
"520735 Edealina";-;-;-
"520740 Edéia";-;-;-
"520750 Estrela do Norte";-;-;-
"520753 Faina";-;-;-
"520760 Fazenda Nova";-;-;-
"520780 Firminópolis";1;1;1
"520790 Flores de Goiás";-;-;-
"520800 Formosa";17;17;5
"520810 Formoso";-;-;-
"520815 Gameleira de Goiás";-;-;-
"520840 Goianápolis";-;-;-
"520850 Goiandira";1;1;1
"520860 Goianésia";22;22;5
"520870 Goiânia";926;898;64
"520880 Goianira";5;5;4
"520890 Goiás";4;4;2
"520910 Goiatuba";5;5;1
"520915 Gouvelândia";1;-;1
"520920 Guapó";-;-;-
"520929 Guaraíta";-;-;-
"520940 Guarani de Goiás";-;-;-
"520945 Guarinos";-;-;-
"520960 Heitoraí";-;-;-
"520970 Hidrolândia";-;-;-
"520980 Hidrolina";-;-;-
"520990 Iaciara";2;2;1
"520993 Inaciolândia";-;-;-
"520995 Indiara";2;2;2
"521000 Inhumas";3;3;1
"521010 Ipameri";1;1;1
"521015 Ipiranga de Goiás";-;-;-
"521020 Iporá";13;13;4
"521030 Israelândia";-;-;-
"521040 Itaberaí";1;1;1
"521056 Itaguari";-;-;-
"521060 Itaguaru";1;1;1
"521080 Itajá";-;-;-
"521090 Itapaci";-;-;-
"521100 Itapirapuã";1;1;1
"521120 Itapuranga";3;3;2
"521130 Itarumã";-;-;-
"521140 Itauçu";-;-;-
"521150 Itumbiara";32;29;6
"521160 Ivolândia";-;-;-
"521170 Jandaia";1;1;1
"521180 Jaraguá";2;2;1
"521190 Jataí";23;23;3
"521200 Jaupaci";-;-;-
"521205 Jesúpolis";-;-;-
"521210 Joviânia";-;-;-
"521220 Jussara";-;-;-
"521225 Lagoa Santa";-;-;-
"521230 Leopoldo de Bulhões";-;-;-
"521250 Luziânia";12;12;5
"521260 Mairipotaba";-;-;-
"521270 Mambaí";1;-;1
"521280 Mara Rosa";-;-;-
"521290 Marzagão";-;-;-
"521295 Matrinchã";-;-;-
"521300 Maurilândia";-;-;-
"521305 Mimoso de Goiás";-;-;-
"521308 Minaçu";8;8;1
"521310 Mineiros";11;10;4
