"Município";"Leitos Repouso/Observação Ped";"Leitos Repouso/Observação Femin";"Leitos Repouso/Observação Masc";"Leitos Repouso/Observação Indif"
"352030 Iguape";-;-;-;-
"352042 Ilha Comprida";-;-;-;-
"352044 Ilha Solteira";-;-;-;2
"352040 Ilhabela";-;-;-;6
"352050 Indaiatuba";9;4;4;23
"352060 Indiana";-;-;-;6
"352070 Indiaporã";-;-;-;4
"352080 Inúbia Paulista";-;-;-;5
"352090 Ipaussu";-;-;-;-
"352100 Iperó";-;8;19;-
"352110 Ipeúna";6;6;6;-
"352115 Ipiguá";-;-;-;8
"352120 Iporanga";-;-;-;-
"352130 Ipuã";-;-;-;-
"352140 Iracemápolis";-;-;-;-
"352150 Irapuã";-;-;-;-
"352160 Irapuru";-;-;1;5
"352170 Itaberá";-;-;-;-
"352180 Itaí";-;-;-;1
"352190 Itajobi";-;-;-;10
"352200 Itaju";-;-;-;-
"352210 Itanhaém";8;10;11;10
"352215 Itaóca";-;-;-;2
"352220 Itapecerica da Serra";-;-;8;5
"352230 Itapetininga";2;-;-;27
"352240 Itapeva";2;3;3;4
"352250 Itapevi";2;-;-;14
"352260 Itapira";-;-;-;4
"352265 Itapirapuã Paulista";-;-;-;3
"352270 Itápolis";-;-;-;3
"352280 Itaporanga";1;-;-;-
"352290 Itapuí";-;-;-;-
"352300 Itapura";-;-;-;-
"352310 Itaquaquecetuba";3;-;-;5
"352320 Itararé";-;-;-;1
"352330 Itariri";-;-;-;-
"352340 Itatiba";5;6;11;34
"352350 Itatinga";-;-;-;1
"352360 Itirapina";-;-;-;1
"352370 Itirapuã";-;4;4;3
"352380 Itobi";3;2;4;-
"352390 Itu";3;4;4;42
"352400 Itupeva";2;3;3;11
"352410 Ituverava";-;-;-;7
"352420 Jaborandi";-;-;-;-
"352430 Jaboticabal";-;-;-;7
"352440 Jacareí";3;1;1;25
"352450 Jaci";-;-;150;-
"352460 Jacupiranga";-;-;-;-
"352470 Jaguariúna";-;-;-;3
"352480 Jales";-;1;-;15
"352490 Jambeiro";-;-;-;1
"352500 Jandira";2;5;2;5
"352510 Jardinópolis";-;-;-;-
"352520 Jarinu";-;-;-;-
"352530 Jaú";4;4;2;40
"352540 Jeriquara";-;-;-;6
"352550 Joanópolis";-;-;-;-
"352560 João Ramalho";-;-;-;4
"352570 José Bonifácio";-;-;-;2
"352580 Júlio Mesquita";-;-;-;3
"352585 Jumirim";-;-;-;2
"352590 Jundiaí";10;7;7;65
"352600 Junqueirópolis";-;-;-;10
"352610 Juquiá";-;-;-;-
"352620 Juquitiba";-;-;-;-
"352630 Lagoinha";-;2;2;-
"352640 Laranjal Paulista";1;1;1;2
"352650 Lavínia";-;-;-;-
"352660 Lavrinhas";1;1;1;-
"352670 Leme";-;3;3;-
"352680 Lençóis Paulista";6;7;6;15
"352690 Limeira";1;-;-;33
"352700 Lindóia";3;6;5;2
"352710 Lins";1;-;-;9
"352720 Lorena";1;1;1;20
"352725 Lourdes";-;3;3;-
"352730 Louveira";-;-;-;3
"352740 Lucélia";-;-;-;1
"352750 Lucianópolis";-;-;-;2
"352760 Luís Antônio";2;-;-;4
"352770 Luiziânia";-;-;-;-
"352780 Lupércio";-;-;-;2
"352790 Lutécia";-;-;-;4
"352800 Macatuba";-;-;-;2
"352810 Macaubal";-;-;-;2
"352820 Macedônia";-;-;-;-
"352830 Magda";-;-;-;3
"352840 Mairinque";-;-;-;-
"352850 Mairiporã";-;-;-;-
"352860 Manduri";-;-;-;1
"352870 Marabá Paulista";-;-;-;-
"352880 Maracaí";-;-;-;-
"352885 Marapoama";-;-;-;4
"352890 Mariápolis";-;-;-;1
"352900 Marília";12;11;11;32
"352910 Marinópolis";-;-;-;-
"352920 Martinópolis";-;3;3;-
"352930 Matão";2;3;3;10
"352940 Mauá";11;2;7;37
"352950 Mendonça";2;3;3;-
"352960 Meridiano";5;3;3;-
"352965 Mesópolis";-;3;3;-
"352970 Miguelópolis";-;-;-;2
"352980 Mineiros do Tietê";-;3;-;-
"353000 Mira Estrela";-;-;-;13
"352990 Miracatu";-;-;-;-
"353010 Mirandópolis";-;-;17;-
"353020 Mirante do Paranapanema";-;-;-;4
"353030 Mirassol";3;1;1;2
"353040 Mirassolândia";-;-;-;-
"353050 Mococa";-;-;-;8
"353060 Mogi das Cruzes";6;-;6;48
"353070 Mogi Guaçu";2;6;6;21
"353080 Mogi Mirim";3;4;4;8
"353090 Mombuca";6;3;3;3
"353100 Monções";-;2;2;-
"353110 Mongaguá";-;-;69;3
"353120 Monte Alegre do Sul";-;-;-;-
"353130 Monte Alto";4;9;9;2
"353140 Monte Aprazível";-;-;-;3
"353150 Monte Azul Paulista";-;-;-;1
"353160 Monte Castelo";-;-;-;2
"353180 Monte Mor";-;-;-;-
"353170 Monteiro Lobato";-;2;2;-
"353190 Morro Agudo";3;-;-;7
"353200 Morungaba";-;-;-;3
"353205 Motuca";-;6;6;-
"353210 Murutinga do Sul";-;1;1;-
"353215 Nantes";-;-;-;2
"353220 Narandiba";-;2;2;-
"353230 Natividade da Serra";-;3;3;-
"353240 Nazaré Paulista";-;-;-;5
"353250 Neves Paulista";-;-;-;-
"353260 Nhandeara";-;-;-;1
"353270 Nipoã";-;-;-;3
"353280 Nova Aliança";-;6;6;-
"353282 Nova Campina";-;-;-;-
"353284 Nova Canaã Paulista";-;2;2;1
"353286 Nova Castilho";-;-;-;1
"353290 Nova Europa";-;-;-;3
"353300 Nova Granada";-;-;13;-
"353310 Nova Guataporanga";-;3;3;-
"353320 Nova Independência";-;-;5;2
"353330 Nova Luzitânia";-;-;-;6
"353340 Nova Odessa";-;-;-;-
"353325 Novais";-;2;2;5
"353350 Novo Horizonte";1;-;-;2
"353360 Nuporanga";3;3;3;4
"353370 Ocauçu";-;-;-;7
"353380 Óleo";-;-;-;-
"353390 Olímpia";-;-;-;21
"353400 Onda Verde";-;-;-;10
"353410 Oriente";-;-;-;4
"353420 Orindiúva";-;-;-;-
"353430 Orlândia";-;-;-;11
"353440 Osasco";12;13;23;156
"353450 Oscar Bressane";-;-;-;5
"353460 Osvaldo Cruz";1;-;4;5
"353470 Ourinhos";4;6;7;19
"353480 Ouro Verde";-;6;6;-
"353475 Ouroeste";-;-;-;3
"353490 Pacaembu";-;-;13;2
"353500 Palestina";-;-;-;-
"353510 Palmares Paulista";-;2;2;-
"353520 Palmeira d'Oeste";-;-;-;-
"353530 Palmital";-;-;-;2
"353540 Panorama";-;-;-;6
"353550 Paraguaçu Paulista";-;1;-;6
"353560 Paraibuna";-;-;-;-
"353570 Paraíso";-;-;-;-
"353580 Paranapanema";-;-;-;-
"353590 Paranapuã";-;-;-;4
"353600 Parapuã";-;-;-;1
"353610 Pardinho";-;-;-;-
"353620 Pariquera-Açu";-;-;-;-
"353625 Parisi";-;-;-;3
"353630 Patrocínio Paulista";3;3;2;2
"353640 Paulicéia";-;-;-;3
"353650 Paulínia";4;2;2;17
"353657 Paulistânia";-;-;-;5
"353660 Paulo de Faria";1;3;2;6
"353670 Pederneiras";-;-;-;3
"353680 Pedra Bela";-;-;-;2
"353690 Pedranópolis";-;-;-;2
"353700 Pedregulho";-;-;-;4
"353710 Pedreira";-;-;-;2
"353715 Pedrinhas Paulista";-;3;3;-
"353720 Pedro de Toledo";-;-;-;-
"353730 Penápolis";-;2;2;-
"353740 Pereira Barreto";-;3;3;4
"353750 Pereiras";-;-;-;8
"353760 Peruíbe";3;4;4;4
"353770 Piacatu";-;3;3;-
"353780 Piedade";-;-;-;6
"353790 Pilar do Sul";-;-;-;-
"353800 Pindamonhangaba";4;4;-;8
"353810 Pindorama";-;-;-;7
"353820 Pinhalzinho";-;-;-;-
"353830 Piquerobi";-;-;-;6
"353850 Piquete";-;-;-;-
"353860 Piracaia";-;-;-;2
"353870 Piracicaba";6;1;8;51
"353880 Piraju";-;-;-;3
"353890 Pirajuí";-;-;-;-
"353900 Pirangi";-;-;-;3
"353910 Pirapora do Bom Jesus";-;-;-;3
"353920 Pirapozinho";-;-;-;3
"353930 Pirassununga";1;3;3;68
"353940 Piratininga";-;4;4;1
"353950 Pitangueiras";-;-;-;8
"353960 Planalto";-;-;-;3
"353970 Platina";-;-;-;2
"353980 Poá";-;-;-;-
"353990 Poloni";-;-;-;-
"354000 Pompéia";-;-;-;4
"354010 Pongaí";-;-;-;2
"354020 Pontal";-;-;-;-
"354025 Pontalinda";-;-;-;6
"354030 Pontes Gestal";-;-;-;-
"354040 Populina";-;-;-;-
"354050 Porangaba";-;-;-;-
"354060 Porto Feliz";-;-;-;2
"354070 Porto Ferreira";1;2;3;-
"354075 Potim";-;4;5;1
"354080 Potirendaba";-;-;-;10
"354085 Pracinha";-;-;1;1
"354090 Pradópolis";-;2;2;2
"354100 Praia Grande";9;5;11;28
"354105 Pratânia";-;-;-;4
"354110 Presidente Alves";-;-;-;-
"354120 Presidente Bernardes";-;-;-;6
"354130 Presidente Epitácio";-;-;-;3
"354140 Presidente Prudente";4;3;12;55
"354150 Presidente Venceslau";-;-;17;6
"354160 Promissão";-;-;-;2
"354165 Quadra";-;-;-;-
"354170 Quatá";3;3;3;-
"354180 Queiroz";-;-;-;-
"354190 Queluz";-;-;-;-
"354200 Quintana";-;-;-;5
"354210 Rafard";-;3;-;-
"354220 Rancharia";-;-;-;-
"354230 Redenção da Serra";2;2;2;1
"354240 Regente Feijó";-;-;-;3
"354250 Reginópolis";-;-;-;4
"354260 Registro";2;7;7;8
"354270 Restinga";-;-;-;5
"354280 Ribeira";-;-;4;4
"354290 Ribeirão Bonito";-;-;-;1
"354300 Ribeirão Branco";-;-;-;-
"354310 Ribeirão Corrente";-;-;-;13
"354320 Ribeirão do Sul";-;-;-;-
"354323 Ribeirão dos Índios";-;-;-;4
"354325 Ribeirão Grande";-;-;-;6
"354330 Ribeirão Pires";1;-;-;17
"354340 Ribeirão Preto";7;34;20;200
"354360 Rifaina";1;1;1;2
"354370 Rincão";-;-;-;-
"354380 Rinópolis";-;-;-;2
"354390 Rio Claro";-;6;25;34
"354400 Rio das Pedras";-;-;-;-
"354410 Rio Grande da Serra";-;-;-;-
"354420 Riolândia";-;3;18;5
"354350 Riversul";-;-;-;-
"354425 Rosana";-;-;-;10
"354430 Roseira";-;-;-;42
"354440 Rubiácea";-;-;-;2
"354450 Rubinéia";-;-;-;1
"354460 Sabino";-;-;-;-
"354470 Sagres";-;-;-;2
"354480 Sales";-;-;-;-
"354490 Sales Oliveira";-;-;-;5
"354500 Salesópolis";-;-;-;-
"354510 Salmourão";-;-;-;4
"354515 Saltinho";2;-;-;5
"354520 Salto";-;-;3;46
"354530 Salto de Pirapora";2;5;-;-
"354540 Salto Grande";-;-;-;-
"354550 Sandovalina";-;3;3;-
"354560 Santa Adélia";-;-;-;-
"354570 Santa Albertina";-;-;-;6
"354580 Santa Bárbara d'Oeste";13;11;12;24
"354600 Santa Branca";-;-;-;-
"354610 Santa Clara d'Oeste";-;-;-;3
"354620 Santa Cruz da Conceição";-;-;-;6
"354625 Santa Cruz da Esperança";-;-;-;1
"354630 Santa Cruz das Palmeiras";-;-;-;-
"354640 Santa Cruz do Rio Pardo";3;3;3;4
"354650 Santa Ernestina";-;-;-;-
"354660 Santa Fé do Sul";-;45;-;3
"354670 Santa Gertrudes";-;-;-;-
"354680 Santa Isabel";-;-;-;-
"354690 Santa Lúcia";-;-;-;-
"354700 Santa Maria da Serra";-;-;-;3
"354710 Santa Mercedes";1;-;-;3
"354740 Santa Rita d'Oeste";-;-;-;4
"354750 Santa Rita do Passa Quatro";-;-;-;-
"354760 Santa Rosa de Viterbo";-;-;-;3
"354765 Santa Salete";-;-;-;2
"354720 Santana da Ponte Pensa";-;-;-;-
"354730 Santana de Parnaíba";-;2;2;7
"354770 Santo Anastácio";-;-;-;4
"354780 Santo André";7;12;14;152
"354790 Santo Antônio da Alegria";-;-;-;2
"354800 Santo Antônio de Posse";-;-;-;-
"354805 Santo Antônio do Aracanguá";-;2;2;1
"354810 Santo Antônio do Jardim";2;4;3;-
"354820 Santo Antônio do Pinhal";2;3;3;1
"354830 Santo Expedito";-;-;-;5
"354840 Santópolis do Aguapeí";-;3;3;-
"354850 Santos";20;33;23;94
"354860 São Bento do Sapucaí";-;-;-;5
"354870 São Bernardo do Campo";2;24;30;74
"354880 São Caetano do Sul";4;13;4;36
"354890 São Carlos";2;4;5;50
"354900 São Francisco";-;-;-;4
"354910 São João da Boa Vista";1;3;2;37
"354920 São João das Duas Pontes";-;-;-;2
"354925 São João de Iracema";-;-;-;6
"354930 São João do Pau d'Alho";4;6;6;-
"354940 São Joaquim da Barra";2;8;8;10
"354950 São José da Bela Vista";-;-;-;-
"354960 São José do Barreiro";-;-;-;-
"354970 São José do Rio Pardo";-;-;-;18
"354980 São José do Rio Preto";2;6;10;77
"354990 São José dos Campos";19;4;6;94
"354995 São Lourenço da Serra";3;3;3;-
"355000 São Luís do Paraitinga";-;-;-;-
"355010 São Manuel";-;-;-;-
"355020 São Miguel Arcanjo";-;-;-;-
"355030 São Paulo";221;113;125;1557
"355040 São Pedro";-;-;-;14
"355050 São Pedro do Turvo";-;-;-;4
"355060 São Roque";3;56;466;41
"355070 São Sebastião";-;1;3;8
"355080 São Sebastião da Grama";-;-;-;-
"355090 São Simão";-;-;-;2
"355100 São Vicente";2;3;15;45
"355110 Sarapuí";1;3;3;-
"355120 Sarutaiá";-;-;-;2
"355130 Sebastianópolis do Sul";-;-;-;4
"355140 Serra Azul";-;3;3;-
"355160 Serra Negra";-;-;-;2
"355150 Serrana";3;3;3;1
"355170 Sertãozinho";-;3;2;44
"355180 Sete Barras";-;-;-;-
"355190 Severínia";-;-;-;-
"355200 Silveiras";-;-;-;3
"355210 Socorro";-;-;-;-
"355220 Sorocaba";2;24;22;55
"355230 Sud Mennucci";-;-;-;-
"355240 Sumaré";2;1;2;23
"355255 Suzanápolis";-;2;2;2
"355250 Suzano";14;16;12;15
"355260 Tabapuã";-;3;4;-
"355270 Tabatinga";-;-;-;1
"355280 Taboão da Serra";8;9;6;25
"355290 Taciba";-;-;-;7
"355300 Taguaí";-;-;-;4
"355310 Taiaçu";-;-;-;-
"355320 Taiúva";-;-;-;2
"355330 Tambaú";-;-;17;1
"355340 Tanabi";-;-;-;-
"355350 Tapiraí";-;-;-;-
"355360 Tapiratiba";-;-;-;-
"355365 Taquaral";-;-;-;-
"355370 Taquaritinga";-;-;-;-
"355380 Taquarituba";-;-;-;-
"355385 Taquarivaí";-;-;-;2
"355390 Tarabai";-;-;-;9
"355395 Tarumã";-;-;-;-
"355400 Tatuí";-;-;-;2
"355410 Taubaté";8;8;15;63
"355420 Tejupá";-;-;-;4
"355430 Teodoro Sampaio";-;-;-;5
"355440 Terra Roxa";-;-;-;-
"355450 Tietê";-;-;-;2
"355460 Timburi";-;2;2;-
"355465 Torre de Pedra";-;4;4;-
"355470 Torrinha";-;-;-;-
"355475 Trabiju";-;2;2;-
"355480 Tremembé";6;7;8;6
"355490 Três Fronteiras";-;-;-;5
"355495 Tuiuti";-;-;-;-
"355500 Tupã";5;4;4;21
"355510 Tupi Paulista";-;2;7;7
"355520 Turiúba";-;-;-;4
"355530 Turmalina";-;3;3;-
"355535 Ubarana";-;2;2;-
"355540 Ubatuba";-;-;-;4
"355550 Ubirajara";2;3;3;-
"355560 Uchoa";-;-;-;-
"355570 União Paulista";-;-;-;6
"355580 Urânia";-;4;3;6
"355590 Uru";-;-;-;-
"355600 Urupês";-;-;-;3
"355610 Valentim Gentil";-;-;-;3
"355620 Valinhos";6;4;105;131
"355630 Valparaíso";-;-;-;-
"355635 Vargem";-;-;-;1
"355640 Vargem Grande do Sul";-;-;-;5
"355645 Vargem Grande Paulista";1;9;102;8
"355650 Várzea Paulista";-;-;-;7
"355660 Vera Cruz";-;-;-;73
"355670 Vinhedo";1;6;10;11
"355680 Viradouro";-;-;-;-
"355690 Vista Alegre do Alto";-;-;-;-
"355695 Vitória Brasil";-;-;-;1
"355700 Votorantim";-;-;-;1
"355710 Votuporanga";2;4;4;21
"355715 Zacarias";-;-;-;4
"350000 Município ignorado - SP";-;-;-;-
"410010 Abatiá";-;-;-;1
"410020 Adrianópolis";-;-;-;7
"410030 Agudos do Sul";-;3;3;1
"410040 Almirante Tamandaré";-;-;-;5
"410045 Altamira do Paraná";-;-;-;2
"412862 Alto Paraíso";-;-;-;4
"410060 Alto Paraná";-;-;-;-
"410070 Alto Piquiri";-;-;-;-
"410050 Altônia";-;-;-;6
"410080 Alvorada do Sul";-;-;-;1
"410090 Amaporã";-;-;-;-
"410100 Ampére";-;-;-;2
"410105 Anahy";-;-;-;3
"410110 Andirá";-;-;-;-
"410115 Ângulo";-;2;2;-
"410120 Antonina";-;-;-;-
"410130 Antônio Olinto";-;-;-;2
"410140 Apucarana";4;5;6;24
"410150 Arapongas";-;-;-;13
"410160 Arapoti";-;-;-;2
"410165 Arapuã";-;-;-;2
"410170 Araruna";-;-;-;-
"410180 Araucária";1;-;-;12
"410185 Ariranha do Ivaí";-;-;-;-
"410190 Assaí";-;-;-;4
"410200 Assis Chateaubriand";2;2;-;9
"410210 Astorga";-;-;-;1
"410220 Atalaia";-;-;-;1
"410230 Balsa Nova";1;1;1;-
"410240 Bandeirantes";2;3;3;3
"410250 Barbosa Ferraz";-;-;-;2
"410270 Barra do Jacaré";-;-;-;-
"410260 Barracão";-;-;-;4
"410275 Bela Vista da Caroba";-;-;-;2
"410280 Bela Vista do Paraíso";-;-;-;-
"410290 Bituruna";-;-;-;1
"410300 Boa Esperança";-;-;-;2
"410302 Boa Esperança do Iguaçu";-;-;-;5
"410304 Boa Ventura de São Roque";-;-;-;2
"410305 Boa Vista da Aparecida";3;4;4;-
"410310 Bocaiúva do Sul";-;-;-;2
"410315 Bom Jesus do Sul";-;-;-;-
"410320 Bom Sucesso";-;1;1;3
"410322 Bom Sucesso do Sul";-;-;-;-
"410330 Borrazópolis";-;-;-;2
"410335 Braganey";-;-;-;3
"410337 Brasilândia do Sul";-;-;-;-
"410340 Cafeara";-;-;-;6
"410345 Cafelândia";-;-;-;2
"410347 Cafezal do Sul";-;-;-;-
"410350 Califórnia";-;-;-;-
"410360 Cambará";-;-;-;-
"410370 Cambé";-;1;-;5
"410380 Cambira";-;-;-;-
"410390 Campina da Lagoa";-;-;-;-
"410395 Campina do Simão";-;-;-;2
"410400 Campina Grande do Sul";3;5;-;-
"410405 Campo Bonito";-;-;-;1
"410410 Campo do Tenente";-;-;-;1
"410420 Campo Largo";-;-;-;5
"410425 Campo Magro";-;-;-;5
"410430 Campo Mourão";5;5;5;19
"410440 Cândido de Abreu";-;-;-;2
"410442 Candói";-;4;-;4
"410445 Cantagalo";-;-;-;-
"410450 Capanema";-;-;-;3
"410460 Capitão Leônidas Marques";-;-;-;-
"410465 Carambeí";-;-;-;-
"410470 Carlópolis";-;-;-;-
"410480 Cascavel";44;28;34;82
"410490 Castro";6;3;3;14
"410500 Catanduvas";4;5;7;2
"410510 Centenário do Sul";-;-;-;2
"410520 Cerro Azul";-;-;-;1
"410530 Céu Azul";-;-;-;2
"410540 Chopinzinho";-;-;-;4
"410550 Cianorte";2;-;-;17
"410560 Cidade Gaúcha";-;-;-;1
"410570 Clevelândia";-;-;-;5
"410580 Colombo";-;1;-;6
"410590 Colorado";-;1;1;3
"410600 Congonhinhas";-;-;-;1
"410610 Conselheiro Mairinck";1;1;1;1
"410620 Contenda";-;-;-;-
"410630 Corbélia";-;-;-;-
"410640 Cornélio Procópio";-;-;-;8
"410645 Coronel Domingos Soares";-;-;-;-
"410650 Coronel Vivida";2;3;3;2
"410655 Corumbataí do Sul";-;-;-;2
"410680 Cruz Machado";-;-;-;1
"410657 Cruzeiro do Iguaçu";-;-;-;6
"410660 Cruzeiro do Oeste";-;-;-;-
"410670 Cruzeiro do Sul";-;-;-;-
"410685 Cruzmaltina";-;-;-;-
"410690 Curitiba";18;45;49;493
"410700 Curiúva";-;-;-;-
"410715 Diamante D'Oeste";-;-;-;2
"410710 Diamante do Norte";-;-;-;-
"410712 Diamante do Sul";-;-;-;-
"410720 Dois Vizinhos";3;3;3;5
"410725 Douradina";1;-;-;-
"410730 Doutor Camargo";-;-;-;-
"412863 Doutor Ulysses";-;-;-;4
"410740 Enéas Marques";-;-;-;-
"410750 Engenheiro Beltrão";-;-;-;2
"410753 Entre Rios do Oeste";1;2;2;-
"410752 Esperança Nova";-;-;-;-
"410754 Espigão Alto do Iguaçu";-;-;-;-
"410755 Farol";-;2;2;3
"410760 Faxinal";-;-;-;-
"410765 Fazenda Rio Grande";-;2;1;4
"410770 Fênix";-;-;-;-
"410773 Fernandes Pinheiro";-;2;1;-
"410775 Figueira";-;-;-;1
"410785 Flor da Serra do Sul";-;2;2;-
"410780 Floraí";-;-;-;-
"410790 Floresta";-;-;-;-
"410800 Florestópolis";-;-;-;2
"410810 Flórida";-;3;3;1
"410820 Formosa do Oeste";-;-;-;-
"410830 Foz do Iguaçu";8;3;3;62
"410845 Foz do Jordão";-;1;-;2
"410832 Francisco Alves";3;4;3;-
"410840 Francisco Beltrão";6;2;-;57
"410850 General Carneiro";-;-;-;-
"410855 Godoy Moreira";-;-;-;-
"410860 Goioerê";-;-;-;1
"410865 Goioxim";-;-;-;-
"410870 Grandes Rios";-;-;-;-
"410880 Guaíra";1;-;-;3
"410890 Guairaçá";-;-;-;2
"410895 Guamiranga";-;-;-;10
"410900 Guapirama";-;-;-;-
"410910 Guaporema";-;-;-;-
"410920 Guaraci";2;2;2;-
"410930 Guaraniaçu";-;-;-;-
"410940 Guarapuava";15;18;25;47
"410950 Guaraqueçaba";-;-;-;2
"410960 Guaratuba";-;-;-;4
"410965 Honório Serpa";1;1;1;1
"410970 Ibaiti";-;-;-;16
"410975 Ibema";-;-;-;-
"410980 Ibiporã";-;-;-;26
"410990 Icaraíma";-;-;-;-
"411000 Iguaraçu";-;3;3;2
"411005 Iguatu";-;-;-;6
"411007 Imbaú";-;-;-;3
"411010 Imbituva";-;-;-;3
"411020 Inácio Martins";-;-;-;-
"411030 Inajá";-;-;-;-
"411040 Indianópolis";-;-;-;-
"411050 Ipiranga";3;3;3;-
"411060 Iporã";-;-;-;1
"411065 Iracema do Oeste";-;-;-;-
"411070 Irati";-;-;-;5
"411080 Iretama";-;-;-;-
"411090 Itaguajé";-;-;-;-
"411095 Itaipulândia";-;-;-;3
"411100 Itambaracá";-;-;-;1
"411110 Itambé";-;-;-;6
"411120 Itapejara d'Oeste";-;-;-;-
"411125 Itaperuçu";1;2;2;9
"411130 Itaúna do Sul";-;-;-;-
"411140 Ivaí";-;-;-;-
"411150 Ivaiporã";-;-;-;4
"411155 Ivaté";-;-;-;-
"411160 Ivatuba";-;-;-;-
"411170 Jaboti";-;-;-;-
"411180 Jacarezinho";1;5;4;13
"411190 Jaguapitã";-;-;-;-
"411200 Jaguariaíva";-;-;-;-
"411210 Jandaia do Sul";2;2;2;8
"411220 Janiópolis";-;-;-;-
"411230 Japira";-;-;-;-
"411240 Japurá";-;-;-;-
"411250 Jardim Alegre";-;-;-;-
"411260 Jardim Olinda";-;-;-;-
"411270 Jataizinho";-;-;-;-
"411275 Jesuítas";-;-;-;3
"411280 Joaquim Távora";-;-;-;-
"411290 Jundiaí do Sul";-;-;-;-
"411295 Juranda";-;-;-;-
"411300 Jussara";-;-;-;2
"411310 Kaloré";-;-;-;-
"411320 Lapa";-;-;-;1
"411325 Laranjal";-;-;-;-
"411330 Laranjeiras do Sul";-;-;-;9
"411340 Leópolis";-;-;-;2
"411342 Lidianópolis";-;-;-;-
"411345 Lindoeste";-;-;-;-
"411350 Loanda";1;-;-;4
"411360 Lobato";3;4;4;-
"411370 Londrina";32;14;5;83
"411373 Luiziana";-;2;2;-
"411375 Lunardelli";-;-;-;-
"411380 Lupionópolis";-;-;-;-
"411390 Mallet";-;-;-;-
"411400 Mamborê";-;-;-;1
"411410 Mandaguaçu";-;-;-;4
"411420 Mandaguari";-;2;2;-
"411430 Mandirituba";1;3;-;4
"411435 Manfrinópolis";-;-;-;-
"411440 Mangueirinha";3;6;6;6
"411450 Manoel Ribas";-;-;-;4
"411460 Marechal Cândido Rondon";2;9;9;8
"411470 Maria Helena";-;-;-;-
"411480 Marialva";-;-;-;3
"411490 Marilândia do Sul";-;-;-;2
"411500 Marilena";-;-;-;-
"411510 Mariluz";-;3;3;5
"411520 Maringá";8;36;32;98
"411530 Mariópolis";-;-;-;6
"411535 Maripá";-;-;-;1
"411540 Marmeleiro";-;2;2;2
"411545 Marquinho";-;-;-;-
"411550 Marumbi";-;-;3;1
"411560 Matelândia";-;-;-;9
"411570 Matinhos";-;-;-;3
"411573 Mato Rico";-;3;3;-
"411575 Mauá da Serra";-;-;-;-
"411580 Medianeira";2;5;4;18
"411585 Mercedes";-;3;3;-
"411590 Mirador";-;-;-;-
"411600 Miraselva";-;-;-;-
"411605 Missal";-;-;-;-
"411610 Moreira Sales";-;-;-;3
"411620 Morretes";-;-;-;2
"411630 Munhoz de Melo";-;-;-;4
"411640 Nossa Senhora das Graças";-;-;-;-
"411650 Nova Aliança do Ivaí";-;-;-;-
"411660 Nova América da Colina";-;-;-;-
"411670 Nova Aurora";-;-;-;6
"411680 Nova Cantu";-;-;-;2
"411690 Nova Esperança";-;3;4;2
"411695 Nova Esperança do Sudoeste";-;-;-;-
"411700 Nova Fátima";-;-;-;-
"411705 Nova Laranjeiras";2;3;3;-
"411710 Nova Londrina";-;-;-;2
"411720 Nova Olímpia";-;-;-;-
"411725 Nova Prata do Iguaçu";-;-;-;-
"411721 Nova Santa Bárbara";-;4;4;-
"411722 Nova Santa Rosa";-;-;-;1
"411727 Nova Tebas";-;-;-;5
"411729 Novo Itacolomi";-;-;-;4
"411730 Ortigueira";-;-;-;5
"411740 Ourizona";3;3;3;1
"411745 Ouro Verde do Oeste";-;4;4;-
"411750 Paiçandu";-;-;-;-
"411760 Palmas";3;2;1;9
"411770 Palmeira";-;-;-;-
"411780 Palmital";-;3;3;-
"411790 Palotina";4;4;4;9
"411800 Paraíso do Norte";-;-;-;-
"411810 Paranacity";-;-;-;-
"411820 Paranaguá";-;-;-;9
"411830 Paranapoema";-;-;-;-
"411840 Paranavaí";-;1;-;11
"411845 Pato Bragado";-;3;3;-
"411850 Pato Branco";-;1;1;19
"411860 Paula Freitas";-;-;-;-
"411870 Paulo Frontin";-;-;-;-
"411880 Peabiru";2;-;-;2
"411885 Perobal";-;-;-;-
"411890 Pérola";-;-;-;-
"411900 Pérola d'Oeste";-;-;-;7
"411910 Piên";3;4;5;3
"411915 Pinhais";1;1;1;3
"411925 Pinhal de São Bento";-;-;-;2
"411920 Pinhalão";-;-;-;1
"411930 Pinhão";4;6;6;1
"411940 Piraí do Sul";-;-;-;2
"411950 Piraquara";-;1;2;88
"411960 Pitanga";-;-;-;7
"411965 Pitangueiras";-;-;-;-
"411970 Planaltina do Paraná";-;-;-;-
"411980 Planalto";-;-;-;1
"411990 Ponta Grossa";5;9;9;13
"411995 Pontal do Paraná";-;-;-;-
"412000 Porecatu";-;-;-;8
"412010 Porto Amazonas";-;3;3;-
"412015 Porto Barreiro";-;-;-;-
"412020 Porto Rico";-;-;-;-
"412030 Porto Vitória";-;-;-;3
"412033 Prado Ferreira";-;-;-;-
"412035 Pranchita";-;-;-;2
"412040 Presidente Castelo Branco";-;-;-;-
"412050 Primeiro de Maio";-;-;-;-
"412060 Prudentópolis";2;3;5;6
"412065 Quarto Centenário";-;-;-;7
"412070 Quatiguá";-;-;-;-
"412080 Quatro Barras";-;-;-;-
"412085 Quatro Pontes";-;-;-;4
"412090 Quedas do Iguaçu";2;2;2;2
"412100 Querência do Norte";-;-;-;-
"412110 Quinta do Sol";-;1;-;-
"412120 Quitandinha";-;-;-;2
